gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,entrez_id,description,
POLR3G,1016.763918,-1.896443657,0.075925179,1.09E-138,1.09E-136,10622,RNA polymerase III subunit G,
UBE2T,1293.354101,-2.595315533,0.104005092,1.63E-138,1.63E-136,29089,ubiquitin conjugating enzyme E2 T,
KIF20A,2557.101778,-3.250150883,0.130569489,6.78E-138,6.75E-136,10112,kinesin family member 20A,
DDR1,3279.279104,1.474069364,0.059152166,7.57E-138,7.51E-136,780,discoidin domain receptor tyrosine kinase 1,
EZH2,2640.183804,-1.60548524,0.064608649,3.62E-137,3.58E-135,2146,enhancer of zeste 2 polycomb repressive complex 2 subunit,
UBA7,2383.473778,1.978580319,0.079651496,3.77E-137,3.71E-135,7318,ubiquitin like modifier activating enzyme 7,
RMI1,1052.985788,-1.639399518,0.066103702,1.27E-136,1.24E-134,80010,RecQ mediated genome instability 1,
PSRC1,834.9882525,-1.859066547,0.075126387,3.90E-136,3.81E-134,84722,proline and serine rich coiled-coil 1,
CTB-175P5.4,795.1386691,-2.398135353,0.097377018,6.50E-135,6.33E-133,NA,NA,
GINS4,804.2436076,-2.504427867,0.101774661,1.03E-134,1.00E-132,84296,GINS complex subunit 4,
SRSF1,9195.64965,-1.398961178,0.056859565,1.92E-134,1.85E-132,6426,serine and arginine rich splicing factor 1,
TGFB2,3604.751325,1.623647247,0.066046279,2.54E-134,2.45E-132,7042,transforming growth factor beta 2,
C9orf3,2968.507566,1.442094605,0.058658155,3.10E-134,2.98E-132,NA,NA,
PGAM5,2599.864926,-1.630007615,0.066523504,1.78E-133,1.71E-131,192111,"PGAM family member 5, mitochondrial serine/threonine protein phosphatase",
BARD1,569.7897691,-2.268863049,0.092707127,3.29E-133,3.13E-131,580,BRCA1 associated RING domain 1,
TNC,20009.07247,-1.36324963,0.05580083,1.51E-132,1.43E-130,3371,tenascin C,
CDCA7L,2420.317941,-1.927826896,0.079207773,8.77E-132,8.30E-130,55536,cell division cycle associated 7 like,
MYL9,12462.60695,1.951437243,0.080274457,1.08E-131,1.01E-129,10398,myosin light chain 9,
RFC4,2821.264478,-1.801381548,0.074095741,1.69E-131,1.59E-129,5984,replication factor C subunit 4,
SLC16A13,1302.554863,2.990635505,0.123113576,1.91E-131,1.79E-129,201232,solute carrier family 16 member 13,
FARSB,4247.472171,-1.457670366,0.060344579,1.11E-129,1.03E-127,10056,phenylalanyl-tRNA synthetase subunit beta,
PTX3,259.352276,-3.643006072,0.151038115,2.02E-129,1.88E-127,5806,pentraxin 3,
C1R,1734.681064,2.397377675,0.099460952,2.11E-129,1.95E-127,715,complement C1r,
RP5-995J12.2,588.3082738,2.296166109,0.095363374,4.04E-129,3.72E-127,NA,NA,
ETV1,388.6066736,-4.114435517,0.171955857,2.02E-127,1.85E-125,2115,ETS variant transcription factor 1,
NCAPD2,7135.201776,-1.908487317,0.079868816,3.85E-127,3.53E-125,9918,non-SMC condensin I complex subunit D2,
HAUS8,649.7219248,-2.482925379,0.10429773,2.50E-126,2.28E-124,93323,HAUS augmin like complex subunit 8,
NAA15,3441.534586,-1.254942191,0.052639214,2.55E-126,2.32E-124,80155,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",
C16orf89,285.4217619,4.834400393,0.202826887,4.47E-126,4.05E-124,146556,chromosome 16 open reading frame 89,
DEK,5049.428827,-1.350444973,0.056771199,8.45E-126,7.64E-124,7913,DEK proto-oncogene,
SLC25A18,511.7065834,3.110934916,0.13124253,3.83E-125,3.45E-123,83733,solute carrier family 25 member 18,
LSS,5902.494802,2.087803392,0.088249757,5.73E-125,5.15E-123,4047,lanosterol synthase,
RUVBL1,6788.003026,-1.344006911,0.056784805,1.24E-124,1.11E-122,8607,RuvB like AAA ATPase 1,
CTSF,2718.620034,1.490224615,0.063138427,6.54E-124,5.83E-122,8722,cathepsin F,
MELK,2559.014943,-1.923583535,0.081653101,1.10E-123,9.75E-122,9833,maternal embryonic leucine zipper kinase,
PDCD4,2383.952316,1.62771645,0.06919012,3.21E-123,2.84E-121,27250,programmed cell death 4,
TOPBP1,4719.469125,-1.381142193,0.058735688,5.21E-123,4.60E-121,11073,DNA topoisomerase II binding protein 1,
FUBP1,2859.490781,-1.280436663,0.054473616,7.21E-123,6.35E-121,8880,far upstream element binding protein 1,
EPHA2,2791.122588,-2.574786732,0.109922118,1.90E-122,1.67E-120,1969,EPH receptor A2,
TIMP2,9130.571291,1.653757478,0.070573979,2.13E-122,1.86E-120,7077,TIMP metallopeptidase inhibitor 2,
CENPO,1127.627377,-2.07936397,0.088880889,5.21E-122,4.54E-120,79172,centromere protein O,
FAM214B,1207.086274,2.005271696,0.086084112,5.50E-121,4.78E-119,NA,NA,
SLF1,864.3751149,-1.610401752,0.069118993,6.69E-121,5.79E-119,84250,SMC5-SMC6 complex localization factor 1,
UNG,2857.467319,-1.503187696,0.064512208,6.78E-121,5.85E-119,7374,uracil DNA glycosylase,
UTP4,5788.904056,-1.299866319,0.055781831,7.91E-121,6.80E-119,84916,UTP4 small subunit processome component,
SRSF7,6740.624758,-1.349198164,0.057936794,1.06E-120,9.09E-119,6432,serine and arginine rich splicing factor 7,
LPAR5,343.4056151,4.554662974,0.196220129,3.86E-120,3.30E-118,57121,lysophosphatidic acid receptor 5,
YPEL3,536.7749187,2.626889174,0.113210321,3.92E-120,3.34E-118,83719,yippee like 3,
NCL,57062.78375,-1.30100245,0.056100756,1.29E-119,1.09E-117,4691,nucleolin,
SNRNP40,1684.940983,-1.411868273,0.061355026,6.09E-118,5.15E-116,9410,small nuclear ribonucleoprotein U5 subunit 40,
KIF18A,1252.449056,-2.132802913,0.092907032,1.37E-117,1.16E-115,81930,kinesin family member 18A,
UHRF1,2447.588236,-3.086922058,0.134643457,1.82E-117,1.53E-115,29128,ubiquitin like with PHD and ring finger domains 1,
MYH16,397.0929822,-2.615526475,0.114117172,2.44E-117,2.04E-115,84176,myosin heavy chain 16,
MFSD6,873.0415507,2.165825207,0.094481456,2.61E-117,2.18E-115,54842,major facilitator superfamily domain containing 6,
ATRIP,1019.758442,-1.551271029,0.067706756,5.49E-117,4.57E-115,84126,ATR interacting protein,
BRIX1,2372.260126,-1.419200799,0.061975492,7.50E-117,6.22E-115,55299,biogenesis of ribosomes BRX1,
PBXIP1,4696.360132,2.513547377,0.109956818,1.00E-116,8.31E-115,57326,PBX homeobox interacting protein 1,
AUNIP,243.5864758,-3.078571348,0.134634268,1.12E-116,9.24E-115,79000,aurora kinase A and ninein interacting protein,
UCK2,4141.276636,-1.414879714,0.06194357,2.93E-116,2.41E-114,7371,uridine-cytidine kinase 2,
ZGRF1,463.4613301,-2.480688382,0.108771571,4.40E-116,3.60E-114,55345,zinc finger GRF-type containing 1,
PASK,1030.307235,-1.681356529,0.073747314,5.88E-116,4.81E-114,23178,PAS domain containing serine/threonine kinase,
MTFR2,543.4707672,-2.302667599,0.101183244,1.00E-115,8.15E-114,113115,mitochondrial fission regulator 2,
TUBG1,3039.508278,-1.72745872,0.075884449,1.24E-115,1.01E-113,7283,tubulin gamma 1,
G2E3,1180.492278,-1.422115175,0.062462399,1.69E-115,1.37E-113,55632,G2/M-phase specific E3 ubiquitin protein ligase,
MCMBP,4277.699982,-1.18248901,0.051928408,2.00E-115,1.61E-113,79892,minichromosome maintenance complex binding protein,
FAM189A2,299.0251016,2.722661704,0.119783937,2.45E-115,1.97E-113,NA,NA,
CENPW,905.3826525,-1.650920293,0.072627717,2.97E-115,2.38E-113,387103,centromere protein W,
TRPM4,1916.404691,2.502744272,0.110203102,3.30E-115,2.64E-113,54795,transient receptor potential cation channel subfamily M member 4,
NOL6,5220.088587,-1.470803105,0.064734685,7.06E-115,5.63E-113,65083,nucleolar protein 6,
VAT1,24162.87974,1.281791269,0.056430508,7.09E-115,5.64E-113,10493,vesicle amine transport 1,
ZNF433,677.2433691,1.991008765,0.087786133,8.54E-115,6.77E-113,163059,zinc finger protein 433,
DKC1,11409.50942,-1.489915443,0.065849086,3.77E-114,2.98E-112,1736,dyskerin pseudouridine synthase 1,
MCM6,5246.282276,-1.426030056,0.063022496,3.93E-114,3.10E-112,4175,minichromosome maintenance complex component 6,
POLR3K,1138.264871,-2.031903611,0.089904463,4.01E-114,3.15E-112,51728,RNA polymerase III subunit K,
LYAR,2041.891356,-2.044189559,0.090563772,8.01E-114,6.27E-112,55646,Ly1 antibody reactive,
KCP,259.6443865,3.130223157,0.138758068,1.26E-113,9.83E-112,375616,kielin cysteine rich BMP regulator,
GART,6077.14616,-1.201677615,0.053253787,2.09E-113,1.62E-111,2618,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",
PRIM2,656.9785767,-1.644084741,0.072981643,3.19E-113,2.48E-111,5558,DNA primase subunit 2,
PAICS,9949.805661,-1.208444849,0.053612945,3.63E-113,2.81E-111,10606,phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase,
JUP,8367.208129,2.197404629,0.097699575,5.10E-113,3.94E-111,3728,junction plakoglobin,
PNPT1,2300.568472,-1.42538779,0.063392465,9.68E-113,7.45E-111,87178,polyribonucleotide nucleotidyltransferase 1,
POLE3,5102.878229,-1.264696896,0.056225524,9.77E-113,7.50E-111,54107,"DNA polymerase epsilon 3, accessory subunit",
FANCB,297.1729446,-2.629921398,0.117431043,4.67E-112,3.57E-110,2187,FA complementation group B,
HRK,270.2310664,3.115103853,0.139233889,1.05E-111,8.04E-110,8739,"harakiri, BCL2 interacting protein",
DHODH,1015.509512,-1.557708471,0.069761047,2.93E-111,2.23E-109,1723,dihydroorotate dehydrogenase (quinone),
GAS2L3,392.3783359,-2.335513167,0.104882972,8.60E-111,6.52E-109,283431,growth arrest specific 2 like 3,
TPCN1,8349.670566,1.158506106,0.051999911,1.42E-110,1.07E-108,53373,two pore segment channel 1,
RRAGD,529.4806998,3.595755605,0.161868135,2.01E-110,1.52E-108,58528,Ras related GTP binding D,
DDAH2,2023.011817,2.129870513,0.095942789,3.64E-110,2.74E-108,23564,"DDAH family member 2, ADMA-independent",
LBR,2310.099572,-1.585725745,0.07143787,4.84E-110,3.63E-108,3930,lamin B receptor,
TLCD2,453.3456458,2.359212731,0.10635803,4.98E-110,3.72E-108,727910,TLC domain containing 2,
URB2,1402.487204,-1.755510145,0.079282209,1.53E-109,1.14E-107,9816,URB2 ribosome biogenesis homolog,
PRMT5,3787.810463,-1.119183753,0.050647638,8.37E-109,6.23E-107,10419,protein arginine methyltransferase 5,
NUP35,1055.010136,-1.675209198,0.075924702,8.77E-109,6.50E-107,129401,nucleoporin 35,
MFSD2A,190.7337347,-4.236324199,0.192442672,3.47E-108,2.56E-106,84879,"MFSD2 lysolipid transporter A, lysophospholipid",
TINCR,609.3330336,2.747125669,0.125190767,9.72E-108,7.17E-106,257000,TINCR ubiquitin domain containing,
TRIM2,1719.126103,2.655925407,0.121078366,1.00E-107,7.38E-106,23321,tripartite motif containing 2,
HMGA1,14527.29743,-1.67630519,0.076375524,1.22E-107,8.96E-106,3159,high mobility group AT-hook 1,
PNRC1,1132.455281,2.087685237,0.095362947,3.05E-107,2.23E-105,10957,proline rich nuclear receptor coactivator 1,
FANCG,1382.44165,-1.360770553,0.062228769,9.47E-107,6.90E-105,2189,FA complementation group G,
AATF,7302.159643,-1.068177782,0.048862778,1.61E-106,1.17E-104,26574,apoptosis antagonizing transcription factor,
PROS1,2968.487549,1.614058765,0.074048312,3.57E-106,2.59E-104,5627,protein S,
TACC3,6003.509423,-1.527468139,0.070116118,4.81E-106,3.48E-104,10460,transforming acidic coiled-coil containing protein 3,
BCCIP,5358.381174,-1.351974513,0.062088694,7.26E-106,5.24E-104,56647,BRCA2 and CDKN1A interacting protein,
PRPF4,4100.053066,-1.156177655,0.053086985,8.63E-106,6.20E-104,9128,pre-mRNA splicing tri-snRNP complex factor PRPF4,
CHAC2,401.4699255,-2.396741163,0.110306148,9.47E-106,6.79E-104,494143,ChaC glutathione specific gamma-glutamylcyclotransferase 2,
DONSON,756.8706987,-1.65208235,0.076023179,1.43E-105,1.03E-103,29980,DNA replication fork stabilization factor DONSON,
RECQL4,1342.94723,-2.110059276,0.097421687,4.65E-105,3.32E-103,9401,RecQ like helicase 4,
USP1,2211.199654,-1.333934193,0.061521825,5.74E-105,4.08E-103,7398,ubiquitin specific peptidase 1,
MSH2,2876.702759,-1.331829642,0.061442328,6.54E-105,4.64E-103,4436,mutS homolog 2,
RANBP1,4893.50588,-1.774213585,0.082077145,1.48E-104,1.05E-102,5902,RAN binding protein 1,
CNKSR1,1404.592488,1.704268,0.078878677,2.16E-104,1.52E-102,10256,connector enhancer of kinase suppressor of Ras 1,
AEN,1465.933007,-2.707027876,0.12556406,2.88E-104,2.03E-102,64782,apoptosis enhancing nuclease,
DUSP7,1194.731516,-1.892787142,0.087762821,3.93E-104,2.76E-102,1849,dual specificity phosphatase 7,
NOP16,2108.973768,-1.562351851,0.07241589,4.19E-104,2.94E-102,51491,NOP16 nucleolar protein,
UBE2G2,2928.634806,-1.219574054,0.056552141,8.05E-104,5.62E-102,7327,ubiquitin conjugating enzyme E2 G2,
CCDC18,324.3345632,-2.436255672,0.11320207,1.07E-103,7.45E-102,343099,coiled-coil domain containing 18,
ADM2,499.3594875,2.157377008,0.100327594,1.70E-103,1.18E-101,79924,adrenomedullin 2,
TRANK1,983.809719,2.451426579,0.114250779,3.76E-103,2.60E-101,9881,tetratricopeptide repeat and ankyrin repeat containing 1,
EFHD2,3039.202145,-1.882097062,0.087891949,1.08E-102,7.44E-101,79180,EF-hand domain family member D2,
DESI1,3009.440526,-1.114386221,0.051990815,1.57E-102,1.08E-100,27351,desumoylating isopeptidase 1,
NCOA7,1795.049618,1.649211853,0.077072141,1.97E-102,1.36E-100,135112,nuclear receptor coactivator 7,
WDR43,5118.126854,-1.226724825,0.057330502,2.94E-102,2.02E-100,23160,WD repeat domain 43,
ZNF367,372.2351543,-2.290398699,0.107300944,4.04E-102,2.76E-100,195828,zinc finger protein 367,
NOP58,5901.507026,-1.158382382,0.054152177,4.24E-102,2.89E-100,51602,NOP58 ribonucleoprotein,
WRAP53,1661.776751,-1.296664687,0.060673552,4.75E-102,3.23E-100,55135,WD repeat containing antisense to TP53,
CENPV,2075.009312,-1.362556503,0.063778695,5.06E-102,3.43E-100,201161,centromere protein V,
MIS18A,1040.439392,-1.462915989,0.068514137,6.06E-102,4.10E-100,54069,MIS18 kinetochore protein A,
CARNS1,403.3799025,2.870953627,0.134774735,1.12E-101,7.59E-100,57571,carnosine synthase 1,
PNCK,209.6247404,5.357998835,0.25059816,1.88E-101,1.26E-99,139728,pregnancy up-regulated nonubiquitous CaM kinase,
UCHL5,1831.416965,-1.518430131,0.071310114,2.04E-101,1.37E-99,51377,ubiquitin C-terminal hydrolase L5,
ANKRD1,3376.852714,2.756907972,0.12967324,2.14E-101,1.43E-99,27063,ankyrin repeat domain 1,
LAMB1,571.7086715,-2.682981165,0.126314909,3.66E-101,2.45E-99,3912,laminin subunit beta 1,
RFT1,1599.12718,-1.400770001,0.065886806,4.58E-101,3.05E-99,91869,RFT1 homolog,
TP53I3,7465.81114,2.068105792,0.097362739,4.76E-101,3.16E-99,9540,tumor protein p53 inducible protein 3,
MTHFR,761.2959181,2.157636744,0.101635995,5.81E-101,3.85E-99,4524,methylenetetrahydrofolate reductase,
MTMR9L,588.6051728,1.751158428,0.082520424,7.80E-101,5.16E-99,NA,NA,
MAF,194.3105763,4.898996585,0.230293367,9.28E-101,6.13E-99,4094,MAF bZIP transcription factor,
KIAA1161,1458.765798,1.786929842,0.084328797,1.61E-100,1.06E-98,NA,NA,
ACVR1,2343.868198,1.295755121,0.061138729,2.12E-100,1.39E-98,90,activin A receptor type 1,
GPCPD1,1854.909372,1.337536332,0.063163924,3.14E-100,2.05E-98,56261,glycerophosphocholine phosphodiesterase 1,
DIAPH3,668.9057705,-1.684069677,0.079640168,3.90E-100,2.54E-98,81624,diaphanous related formin 3,
ABTB1,1161.127898,2.004613376,0.09487115,4.89E-100,3.18E-98,80325,ankyrin repeat and BTB domain containing 1,
DOK4,598.1855263,1.72776255,0.081810977,7.59E-100,4.91E-98,55715,docking protein 4,
BRCA2,389.9149185,-2.54522429,0.120593902,7.75E-100,5.00E-98,675,BRCA2 DNA repair associated,
NUP88,4829.795526,-1.054442862,0.049935295,1.99E-99,1.28E-97,4927,nucleoporin 88,
GMPS,4571.754863,-1.090375037,0.051692503,2.34E-99,1.50E-97,8833,guanine monophosphate synthase,
FANCM,648.9965626,-2.044786078,0.097111326,2.35E-99,1.51E-97,57697,FA complementation group M,
FBXO2,933.714588,2.070295962,0.098343596,2.57E-99,1.64E-97,26232,F-box protein 2,
TIPIN,685.0612178,-1.828448316,0.086888601,3.25E-99,2.07E-97,54962,TIMELESS interacting protein,
UBR7,3146.636643,-1.23317361,0.058535173,3.36E-99,2.14E-97,55148,ubiquitin protein ligase E3 component n-recognin 7,
RBMX,4830.72834,-1.21578799,0.05779888,6.74E-99,4.28E-97,27316,RNA binding motif protein X-linked,
NOP56,16310.24915,-1.414181726,0.067278673,7.25E-99,4.59E-97,10528,NOP56 ribonucleoprotein,
LRR1,846.4455592,-1.947481767,0.092766535,7.44E-99,4.70E-97,122769,leucine rich repeat protein 1,
DNASE2,4875.718485,1.279266386,0.060880753,1.11E-98,7.01E-97,1777,"deoxyribonuclease 2, lysosomal",
ABCE1,3926.200966,-1.250164679,0.05953134,1.35E-98,8.51E-97,6059,ATP binding cassette subfamily E member 1,
PDSS1,470.4108792,-1.79469987,0.085583086,1.54E-98,9.68E-97,23590,decaprenyl diphosphate synthase subunit 1,
TIMELESS,8329.139349,-1.013518563,0.048268642,1.92E-98,1.20E-96,8914,timeless circadian regulator,
FERMT1,4041.849004,-1.494972113,0.071453494,5.09E-98,3.18E-96,55612,FERM domain containing kindlin 1,
CKS1B,888.7940126,-1.723130472,0.082412862,5.57E-98,3.47E-96,1163,CDC28 protein kinase regulatory subunit 1B,
HNRNPAB,9620.427049,-1.458363063,0.069710282,5.60E-98,3.48E-96,3182,heterogeneous nuclear ribonucleoprotein A/B,
CALD1,17379.59674,1.002784947,0.047843602,6.02E-98,3.73E-96,800,caldesmon 1,
HSPA14,1106.639555,-1.484259314,0.070987797,6.94E-98,4.29E-96,51182,heat shock protein family A (Hsp70) member 14,
RP11-368I7.2,1583.457798,-1.920175778,0.092092594,1.64E-97,1.01E-95,NA,NA,
MDK,6077.659883,2.222703717,0.106667659,2.08E-97,1.28E-95,4192,midkine,
VAMP2,1625.077334,1.235428824,0.059292226,4.47E-97,2.75E-95,6844,vesicle associated membrane protein 2,
RNASE1,1177.130593,1.57052012,0.075444001,4.81E-97,2.94E-95,6035,"ribonuclease A family member 1, pancreatic",
CTDSP2,8171.000178,1.209577044,0.058078376,5.51E-97,3.37E-95,10106,CTD small phosphatase 2,
PPM1G,13897.79633,-1.138666027,0.054715376,8.21E-97,5.00E-95,5496,"protein phosphatase, Mg2+/Mn2+ dependent 1G",
ITGB3,1646.655719,2.023503899,0.097468598,1.06E-96,6.44E-95,3690,integrin subunit beta 3,
FAM216A,815.2691548,-1.586247325,0.076383387,1.19E-96,7.23E-95,29902,family with sequence similarity 216 member A,
RIBC2,347.3223535,-2.598785119,0.12524844,1.20E-96,7.29E-95,26150,RIB43A domain with coiled-coils 2,
UCA1,3748.539928,2.049805809,0.098783999,1.32E-96,7.97E-95,652995,urothelial cancer associated 1,
PLD1,1243.9805,1.698628925,0.081803051,1.36E-96,8.18E-95,5337,phospholipase D1,
POLE,2866.090704,-1.502424739,0.072357355,1.41E-96,8.46E-95,5426,"DNA polymerase epsilon, catalytic subunit",
B3GALT5,277.4689782,-2.855767466,0.137753478,2.12E-96,1.27E-94,10317,"beta-1,3-galactosyltransferase 5",
RTL1,221.8660902,-2.97117361,0.1433921,2.28E-96,1.36E-94,388015,retrotransposon Gag like 1,
CNN1,509.4242611,2.992161046,0.144509317,2.51E-96,1.50E-94,1264,calponin 1,
RP4-562J12.2,299.1119557,2.4981477,0.120571703,2.86E-96,1.70E-94,NA,NA,
TACSTD2,6345.27895,2.227151947,0.107562656,3.11E-96,1.85E-94,4070,tumor associated calcium signal transducer 2,
C1S,1553.837123,2.56860903,0.124198183,4.34E-96,2.57E-94,716,complement C1s,
EBNA1BP2,6751.131035,-1.261453304,0.060657373,4.85E-96,2.87E-94,10969,EBNA1 binding protein 2,
COPS3,5057.594227,-1.120926298,0.054120679,6.86E-96,4.05E-94,8533,COP9 signalosome subunit 3,
NUP85,3144.041595,-1.211602646,0.058528536,7.17E-96,4.22E-94,79902,nucleoporin 85,
TCP11L2,304.6582459,2.692067978,0.130241024,7.74E-96,4.55E-94,255394,t-complex 11 like 2,
GRN,32151.74024,1.857484378,0.089878511,8.38E-96,4.92E-94,2896,granulin precursor,
FOXM1,4607.056477,-1.352273148,0.065380963,8.96E-96,5.24E-94,2305,forkhead box M1,
PPAT,1250.109912,-1.400072917,0.067727875,9.93E-96,5.80E-94,5471,phosphoribosyl pyrophosphate amidotransferase,
INCENP,2197.852123,-2.147211262,0.104015184,1.07E-95,6.26E-94,3619,inner centromere protein,
UBE2H,12394.56377,1.354508072,0.065654432,1.25E-95,7.28E-94,7328,ubiquitin conjugating enzyme E2 H,
DDX18,6557.516861,-1.065233564,0.051501861,1.31E-95,7.61E-94,8886,DEAD-box helicase 18,
KRT16,212.5611326,3.200196526,0.154937778,1.31E-95,7.61E-94,3868,keratin 16,
NUP205,8578.229775,-1.302809375,0.063046929,1.33E-95,7.69E-94,23165,nucleoporin 205,
AC004381.6,641.9115243,-1.886978156,0.091483951,1.93E-95,1.11E-93,NA,NA,
C12orf48,467.325062,-2.2115081,0.107274965,2.29E-95,1.32E-93,NA,NA,
FCHSD1,1656.640167,1.308026432,0.063523493,6.44E-95,3.70E-93,89848,FCH and double SH3 domains 1,
PAPLN,945.3973442,1.644523789,0.079936256,6.93E-95,3.97E-93,89932,"papilin, proteoglycan like sulfated glycoprotein",
WFDC2,227.8526784,4.659792362,0.226474814,8.02E-95,4.58E-93,10406,WAP four-disulfide core domain 2,
DCTPP1,3337.190326,-1.293772902,0.062911513,1.06E-94,6.04E-93,79077,dCTP pyrophosphatase 1,
