gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,entrez_id,description,
SNX33,1413.045363,1.231968692,0.062594947,6.89E-87,3.46E-85,257364,sorting nexin 33,
STEAP1B,295.6481758,-3.200612526,0.163314291,1.20E-86,6.00E-85,256227,STEAP family member 1B,
ZSCAN31,1723.011986,2.539101452,0.129504714,1.26E-86,6.30E-85,64288,zinc finger and SCAN domain containing 31,
PPP1R3B,1780.430282,1.589571828,0.081001681,1.54E-86,7.70E-85,79660,protein phosphatase 1 regulatory subunit 3B,
CTD-2228K2.7,2751.731146,2.158216361,0.110128885,1.68E-86,8.38E-85,NA,NA,
TEP1,2700.393014,1.082674015,0.05513742,2.05E-86,1.02E-84,7011,telomerase associated protein 1,
SPDL1,3572.530959,-1.469516633,0.07498644,2.06E-86,1.02E-84,54908,spindle apparatus coiled-coil protein 1,
MAMLD1,324.2736774,-2.47513578,0.126383306,2.14E-86,1.06E-84,10046,mastermind like domain containing 1,
RPF2,1928.177843,-1.290814057,0.065895839,3.63E-86,1.80E-84,84154,ribosome production factor 2 homolog,
MEGF8,770.8508511,1.592601694,0.081377905,4.31E-86,2.13E-84,1954,multiple EGF like domains 8,
DDX21,13212.29329,-1.386926112,0.070903761,5.39E-86,2.66E-84,9188,DExD-box helicase 21,
APOE,470.4157848,2.755321435,0.141101689,5.83E-86,2.87E-84,348,apolipoprotein E,
CHST4,217.1136093,-3.299660199,0.16911774,7.82E-86,3.85E-84,10164,carbohydrate sulfotransferase 4,
NECTIN4,432.0344634,2.391562828,0.122641783,1.07E-85,5.25E-84,81607,nectin cell adhesion molecule 4,
PLA2G4C,475.4493666,2.656877255,0.136354193,1.17E-85,5.72E-84,8605,phospholipase A2 group IVC,
EFNA1,2044.967456,1.304964928,0.06682784,1.36E-85,6.66E-84,1942,ephrin A1,
H2AFZ,8373.02138,-1.507452518,0.077296574,1.64E-85,7.99E-84,NA,NA,
GLMP,2350.332332,1.565670268,0.080368013,2.36E-85,1.14E-83,112770,glycosylated lysosomal membrane protein,
TMC4,874.5181309,2.721481974,0.139995515,2.76E-85,1.34E-83,147798,transmembrane channel like 4,
SSX2IP,736.1697544,-1.516837956,0.077945995,3.88E-85,1.88E-83,117178,SSX family member 2 interacting protein,
RRP9,2933.608011,-1.605280335,0.08272222,9.09E-85,4.39E-83,9136,"ribosomal RNA processing 9, U3 small nucleolar RNA binding protein",
C5AR1,164.56497,2.965786154,0.152818141,1.00E-84,4.85E-83,728,complement C5a receptor 1,
ILF2,16407.7121,-1.084553296,0.055820194,2.38E-84,1.15E-82,3608,interleukin enhancer binding factor 2,
SRPK1,4506.568318,-1.281355318,0.066241183,4.55E-84,2.18E-82,6732,SRSF protein kinase 1,
FCGRT,459.8841526,2.021683571,0.104654769,4.63E-84,2.21E-82,2217,Fc gamma receptor and transporter,
SRM,5385.318441,-1.749846786,0.090585218,4.65E-84,2.22E-82,6723,spermidine synthase,
MARS2,693.4376621,-1.627395926,0.084209723,4.78E-84,2.28E-82,92935,"methionyl-tRNA synthetase 2, mitochondrial",
SLC25A19,479.8911857,-2.068464976,0.107172512,5.13E-84,2.44E-82,60386,solute carrier family 25 member 19,
POLR1E,2178.305781,-1.405190882,0.072885211,1.37E-83,6.47E-82,64425,RNA polymerase I subunit E,
CCDC34,790.6263074,-1.606541128,0.083391777,1.54E-83,7.27E-82,91057,coiled-coil domain containing 34,
TAF5,431.1332406,-1.834480449,0.095378878,2.42E-83,1.14E-81,6877,TATA-box binding protein associated factor 5,
ERV3-1,995.9539076,2.203052021,0.114653041,2.91E-83,1.37E-81,2086,"endogenous retrovirus group 3 member 1, envelope",
INAFM2,624.882517,-1.858143748,0.096745742,3.54E-83,1.67E-81,100505573,InaF motif containing 2,
MLKL,1307.965556,-1.318471696,0.068554133,3.56E-83,1.67E-81,197259,mixed lineage kinase domain like pseudokinase,
RBBP8,2135.232371,-1.058960245,0.055028176,4.25E-83,1.99E-81,5932,"RB binding protein 8, endonuclease",
NOM1,2391.150206,-1.145193826,0.059554664,4.98E-83,2.33E-81,64434,nucleolar protein with MIF4G domain 1,
DDX10,1984.82625,-1.271385181,0.066147278,5.02E-83,2.34E-81,1662,DEAD-box helicase 10,
CCNE2,283.8389976,-2.351743115,0.12262489,5.76E-83,2.69E-81,9134,cyclin E2,
P2RX4,1289.000335,1.775321004,0.092653937,9.94E-83,4.63E-81,5025,purinergic receptor P2X 4,
PRMT3,1909.61372,-1.148435347,0.059855493,1.12E-82,5.21E-81,10196,protein arginine methyltransferase 3,
PA2G4,8862.32035,-1.470792083,0.076749366,1.14E-82,5.28E-81,5036,proliferation-associated 2G4,
JADE2,1425.65451,-1.36047016,0.070992588,1.36E-82,6.31E-81,23338,jade family PHD finger 2,
ALDH6A1,1107.214404,1.576323806,0.082317331,1.51E-82,6.99E-81,4329,aldehyde dehydrogenase 6 family member A1,
CTH,760.3588329,1.787617644,0.093436187,1.67E-82,7.71E-81,1491,cystathionine gamma-lyase,
SMC1B,956.8431251,-1.662940386,0.086929579,1.86E-82,8.59E-81,27127,structural maintenance of chromosomes 1B,
NOC3L,1559.960903,-1.557618956,0.081425063,2.20E-82,1.01E-80,64318,NOC3 like DNA replication regulator,
MASTL,911.8349114,-1.598363557,0.08358851,2.36E-82,1.08E-80,84930,microtubule associated serine/threonine kinase like,
AGO4,560.3927216,1.494978512,0.078194442,2.92E-82,1.34E-80,192670,argonaute RISC component 4,
NOV,933.7597376,1.951065095,0.102334527,6.33E-82,2.90E-80,NA,NA,
C1orf112,370.4123848,-1.763239749,0.092476916,6.55E-82,2.99E-80,NA,NA,
TTF2,2120.036416,-1.550807391,0.081316141,6.56E-82,2.99E-80,8458,transcription termination factor 2,
IPO5,9535.434698,-1.011686029,0.053001155,7.66E-82,3.49E-80,3843,importin 5,
RAD18,1147.753262,-1.470246259,0.077136677,8.80E-82,4.00E-80,56852,RAD18 E3 ubiquitin protein ligase,
NUP43,1917.944041,-1.093687272,0.057332528,1.04E-81,4.72E-80,348995,nucleoporin 43,
CTF1,434.3303977,1.902950721,0.099982678,1.08E-81,4.90E-80,1489,cardiotrophin 1,
STK17A,5200.019289,-1.01933014,0.053475108,1.49E-81,6.75E-80,9263,serine/threonine kinase 17a,
CBLB,1051.425345,1.575831086,0.082810635,1.50E-81,6.78E-80,868,Cbl proto-oncogene B,
PAK1IP1,1773.720899,-1.219926758,0.064067511,1.63E-81,7.36E-80,55003,PAK1 interacting protein 1,
LIG1,1339.111821,-1.646458003,0.086619893,2.02E-81,9.07E-80,3978,DNA ligase 1,
TUBA1A,6900.135719,1.443415969,0.07594085,2.46E-81,1.10E-79,7846,tubulin alpha 1a,
HIRIP3,1082.301698,-1.293978114,0.068079388,3.19E-81,1.43E-79,8479,HIRA interacting protein 3,
CDC7,734.6678771,-1.57158855,0.082798273,3.49E-81,1.56E-79,8317,cell division cycle 7,
TRMU,1787.429738,-1.163324897,0.061221583,3.65E-81,1.63E-79,55687,tRNA mitochondrial 2-thiouridylase,
MGC14436,144.5432221,-3.196845939,0.168615563,6.42E-81,2.86E-79,NA,NA,
HMOX2,3844.407019,-1.039690265,0.05483321,9.93E-81,4.42E-79,3163,heme oxygenase 2,
THBS3,4684.363155,1.100278946,0.0580873,1.42E-80,6.33E-79,7059,thrombospondin 3,
PODXL,2130.837323,-1.651641536,0.087390851,1.51E-80,6.72E-79,5420,podocalyxin like,
BRI3BP,777.6074478,-1.641964273,0.086907424,1.66E-80,7.33E-79,140707,BRI3 binding protein,
SLCO4A1,930.6446783,-1.685208708,0.089212794,1.78E-80,7.87E-79,28231,solute carrier organic anion transporter family member 4A1,
HLA-E,7690.212757,1.150235746,0.060886884,3.36E-80,1.48E-78,3133,"major histocompatibility complex, class I, E",
NFE2,367.0679965,3.180399622,0.168884682,4.04E-80,1.78E-78,4778,"nuclear factor, erythroid 2",
DDX39A,5396.828812,-1.165172467,0.061843017,6.62E-80,2.91E-78,10212,DExD-box helicase 39A,
LURAP1L,1243.381217,2.30616777,0.122716333,7.90E-80,3.47E-78,286343,leucine rich adaptor protein 1 like,
TBC1D31,852.9135423,-1.613938805,0.086015242,2.04E-79,8.93E-78,93594,TBC1 domain family member 31,
ARHGAP19,700.71567,-1.765817188,0.094196351,2.66E-79,1.16E-77,84986,Rho GTPase activating protein 19,
XPO5,3517.117311,-1.15845637,0.061717384,3.01E-79,1.32E-77,57510,exportin 5,
C3,8494.748221,2.293549503,0.122590417,5.01E-79,2.18E-77,718,complement C3,
PSAP,70653.64706,1.03710875,0.055303677,5.49E-79,2.39E-77,5660,prosaposin,
C19orf66,916.169794,1.331672277,0.071108685,5.78E-79,2.51E-77,NA,NA,
MYO7A,581.5653491,1.464366058,0.078249355,7.18E-79,3.12E-77,4647,myosin VIIA,
TMEM194A,2962.50689,-1.190976862,0.063637923,7.80E-79,3.38E-77,NA,NA,
C18orf54,434.6314996,-1.83017755,0.097946208,8.45E-79,3.66E-77,162681,chromosome 18 open reading frame 54,
IL12B,154.4298709,4.717687453,0.251800076,1.02E-78,4.42E-77,3593,interleukin 12B,
SMIM24,230.6531685,4.743879882,0.254065172,1.14E-78,4.90E-77,284422,small integral membrane protein 24,
REPS2,647.3394687,1.485821967,0.079553117,1.26E-78,5.40E-77,9185,RALBP1 associated Eps domain containing 2,
NDRG1,7375.110865,1.402469172,0.075136608,1.61E-78,6.92E-77,10397,N-myc downstream regulated 1,
PSMG1,1833.694804,-1.357040632,0.072714062,1.72E-78,7.39E-77,8624,proteasome assembly chaperone 1,
RMI2,828.4665138,-1.615642342,0.086689669,2.35E-78,1.01E-76,116028,RecQ mediated genome instability 2,
HGSNAT,1959.853937,1.060126599,0.056806977,2.92E-78,1.25E-76,138050,heparan-alpha-glucosaminide N-acetyltransferase,
CLIC3,1072.993973,2.928376909,0.157651402,4.26E-78,1.82E-76,9022,chloride intracellular channel 3,
GGCT,1641.066803,-1.502801285,0.080844021,5.74E-78,2.44E-76,79017,gamma-glutamylcyclotransferase,
CENPP,313.8499035,-1.837875573,0.098940796,6.90E-78,2.93E-76,401541,centromere protein P,
SIGMAR1,6152.696429,-1.315380945,0.070763339,6.93E-78,2.94E-76,10280,sigma non-opioid intracellular receptor 1,
LIN9,482.8128523,-1.647678296,0.088730826,7.71E-78,3.27E-76,286826,lin-9 DREAM MuvB core complex component,
CDT1,1186.413479,-2.72046575,0.146799719,8.20E-78,3.47E-76,81620,chromatin licensing and DNA replication factor 1,
UAP1L1,2310.780719,1.259811286,0.067893697,1.52E-77,6.40E-76,91373,UDP-N-acetylglucosamine pyrophosphorylase 1 like 1,
CAPN5,3370.66374,1.875052352,0.101180921,1.59E-77,6.69E-76,726,calpain 5,
GPRC5C,1403.922518,2.01163502,0.108701478,2.01E-77,8.42E-76,55890,G protein-coupled receptor class C group 5 member C,
KIAA1370,804.9209238,1.553816575,0.083880816,2.14E-77,8.96E-76,NA,NA,
PTDSS1,3991.926691,-1.337317682,0.072207731,2.56E-77,1.07E-75,9791,phosphatidylserine synthase 1,
CFB,236.1669898,2.332848327,0.126299878,4.04E-77,1.69E-75,629,complement factor B,
MRPL17,2873.380594,-1.098759783,0.059485435,8.81E-77,3.67E-75,63875,mitochondrial ribosomal protein L17,
DHFR,486.6875085,-1.74401675,0.094589533,9.35E-77,3.89E-75,1719,dihydrofolate reductase,
PCDH7,3091.350739,1.11594612,0.060420224,9.49E-77,3.94E-75,5099,protocadherin 7,
EIF2B3,1188.48607,-1.463355038,0.079479056,1.64E-76,6.82E-75,8891,eukaryotic translation initiation factor 2B subunit gamma,
NT5DC2,5116.977484,-1.069270932,0.058009007,1.88E-76,7.76E-75,64943,5'-nucleotidase domain containing 2,
HMGB1,1243.057104,-1.234884698,0.067142225,3.14E-76,1.30E-74,3146,high mobility group box 1,
MUC16,519.0228752,2.202194657,0.120063528,3.85E-76,1.59E-74,94025,"mucin 16, cell surface associated",
TMEM209,1713.70579,-1.194675188,0.065017636,4.54E-76,1.87E-74,84928,transmembrane protein 209,
PLCD4,754.9154638,2.291639627,0.125252228,8.45E-76,3.47E-74,84812,phospholipase C delta 4,
SDSL,1921.460773,1.565928001,0.085514215,9.85E-76,4.04E-74,113675,serine dehydratase like,
TUBGCP5,1113.650144,-1.17818076,0.06424799,1.02E-75,4.19E-74,114791,tubulin gamma complex component 5,
ARSD,1979.469102,1.243928343,0.067897461,1.22E-75,5.00E-74,414,arylsulfatase D,
IDH1,5749.603771,1.1373143,0.062070563,1.35E-75,5.51E-74,3417,isocitrate dehydrogenase (NADP(+)) 1,
RBL1,1486.201978,-1.724088257,0.094319156,1.57E-75,6.42E-74,5933,RB transcriptional corepressor like 1,
PFAS,6068.265941,-1.748672276,0.095717827,1.75E-75,7.13E-74,5198,phosphoribosylformylglycinamidine synthase,
MX1,621.7048971,1.920912432,0.105166899,1.87E-75,7.60E-74,4599,MX dynamin like GTPase 1,
RCAN1,2374.958639,1.439664146,0.078802579,2.19E-75,8.89E-74,1827,regulator of calcineurin 1,
FTL,85388.60754,1.193675829,0.06525307,2.56E-75,1.04E-73,2512,ferritin light chain,
SMC2,3473.461986,-1.61266567,0.088334178,2.72E-75,1.10E-73,10592,structural maintenance of chromosomes 2,
ZDHHC11B,174.3184554,2.877620608,0.157806288,3.60E-75,1.45E-73,653082,zinc finger DHHC-type containing 11B,
CA11,369.5810453,2.220543243,0.121852591,3.75E-75,1.51E-73,770,carbonic anhydrase 11,
TUBB,29943.4313,-1.154873208,0.063090533,3.84E-75,1.54E-73,203068,tubulin beta class I,
XRCC3,1297.196164,-2.02025252,0.110903435,3.86E-75,1.55E-73,7517,X-ray repair cross complementing 3,
RRP15,1872.645995,-1.333772069,0.073133137,4.75E-75,1.91E-73,51018,ribosomal RNA processing 15 homolog,
ORAI3,322.5789532,2.184451577,0.120126774,7.10E-75,2.85E-73,93129,ORAI calcium release-activated calcium modulator 3,
EIF3B,28978.4803,-1.004348282,0.054789051,9.69E-75,3.87E-73,8662,eukaryotic translation initiation factor 3 subunit B,
ELOVL6,4862.610176,-1.118191516,0.061391302,9.90E-75,3.95E-73,79071,ELOVL fatty acid elongase 6,
PDE5A,1116.144555,1.910384068,0.105132607,1.05E-74,4.19E-73,8654,phosphodiesterase 5A,
EHD1,1777.651128,-1.479656399,0.081379429,1.14E-74,4.54E-73,10938,EH domain containing 1,
SMIM14,3139.268415,1.778384374,0.097879714,1.15E-74,4.58E-73,201895,small integral membrane protein 14,
CCBE1,1297.831317,-1.16956495,0.064316116,1.48E-74,5.87E-73,147372,collagen and calcium binding EGF domains 1,
LMNB2,10634.63803,-1.804664457,0.099518233,1.71E-74,6.79E-73,84823,lamin B2,
IL1RN,433.617034,1.932428784,0.10655317,1.93E-74,7.63E-73,3557,interleukin 1 receptor antagonist,
TSEN2,1026.804477,-1.404470972,0.077413001,2.36E-74,9.31E-73,80746,tRNA splicing endonuclease subunit 2,
ING4,678.5609661,1.469061937,0.081081602,3.67E-74,1.45E-72,51147,inhibitor of growth family member 4,
OSBPL6,904.0444311,-1.342807966,0.074089665,3.89E-74,1.53E-72,114880,oxysterol binding protein like 6,
TGFB1I1,2326.954785,1.246834654,0.06879071,4.30E-74,1.69E-72,7041,transforming growth factor beta 1 induced transcript 1,
MYBL1,3070.352991,-1.441320549,0.079661164,5.53E-74,2.17E-72,4603,MYB proto-oncogene like 1,
ARHGAP26,1296.908991,-1.590218273,0.08804412,9.53E-74,3.73E-72,23092,Rho GTPase activating protein 26,
PKMYT1,1218.513214,-2.969089938,0.16489301,1.17E-73,4.59E-72,9088,"protein kinase, membrane associated tyrosine/threonine 1",
TFCP2L1,565.5194672,1.554429705,0.086441004,4.09E-73,1.60E-71,29842,transcription factor CP2 like 1,
SULT1C2,190.9866738,5.826841948,0.32246549,4.76E-73,1.86E-71,6819,sulfotransferase family 1C member 2,
CTD-2514K5.2,137.4859034,3.184762518,0.177225625,5.09E-73,1.98E-71,NA,NA,
OAS2,654.2655117,2.324271866,0.12958638,6.17E-73,2.40E-71,4939,2'-5'-oligoadenylate synthetase 2,
ICA1,244.3127135,2.23166773,0.124442484,7.44E-73,2.88E-71,3382,islet cell autoantigen 1,
UMPS,3079.337651,-1.145762324,0.0638227,1.07E-72,4.12E-71,7372,uridine monophosphate synthetase,
ATP2A3,1366.241564,2.121553484,0.118519502,1.19E-72,4.62E-71,489,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3,
THSD7A,282.1386419,2.717995302,0.152062087,1.75E-72,6.77E-71,221981,thrombospondin type 1 domain containing 7A,
WDR4,1688.240484,-1.378995143,0.077032544,1.94E-72,7.49E-71,10785,WD repeat domain 4,
CCND3,1686.870748,-1.744528199,0.097600407,2.22E-72,8.54E-71,896,cyclin D3,
ATP9A,3954.797885,1.162408539,0.064875894,2.37E-72,9.11E-71,10079,ATPase phospholipid transporting 9A (putative),
TMEM201,645.5805551,-2.161892672,0.121169004,3.26E-72,1.25E-70,199953,transmembrane protein 201,
WDR77,1316.015483,-1.440771523,0.080725454,4.67E-72,1.79E-70,79084,WD repeat domain 77,
NUP188,6379.855916,-1.346050432,0.075524851,8.59E-72,3.29E-70,23511,nucleoporin 188,
RP11-54H7.4,1345.524648,1.586491915,0.089106751,9.46E-72,3.62E-70,NA,NA,
SAAL1,1505.929059,-1.106619566,0.062082862,1.13E-71,4.29E-70,113174,serum amyloid A like 1,
PIGW,1181.409327,-1.298743364,0.072932681,1.16E-71,4.42E-70,284098,phosphatidylinositol glycan anchor biosynthesis class W,
H2AFX,2600.435634,-2.164444856,0.121909477,1.46E-71,5.56E-70,NA,NA,
CDC20P,155.262867,-2.950933136,0.166007675,1.52E-71,5.78E-70,NA,NA,
RGL3,626.1000711,1.520426099,0.085546895,1.71E-71,6.46E-70,57139,ral guanine nucleotide dissociation stimulator like 3,
TRIM22,173.4595528,4.98870282,0.281058433,3.24E-71,1.22E-69,10346,tripartite motif containing 22,
ACTA2,205.4575723,2.400801018,0.135523101,3.93E-71,1.48E-69,59,"actin alpha 2, smooth muscle",
TUBGCP3,1049.762997,-1.1410134,0.064288565,4.23E-71,1.59E-69,10426,tubulin gamma complex component 3,
HNRNPD,10895.69449,-1.015516409,0.057194578,4.54E-71,1.71E-69,3184,heterogeneous nuclear ribonucleoprotein D,
NECTIN1,2156.259529,-1.614912868,0.09118368,4.94E-71,1.86E-69,5818,nectin cell adhesion molecule 1,
KIAA0355,732.3139231,1.491691231,0.084232499,6.10E-71,2.29E-69,NA,NA,
NME1,4685.050487,-1.021248042,0.057610675,7.36E-71,2.75E-69,4830,NME/NM23 nucleoside diphosphate kinase 1,
ZNF44,1434.781958,1.463513411,0.08277147,9.56E-71,3.58E-69,51710,zinc finger protein 44,
GRWD1,2195.882793,-1.452382574,0.082153766,1.00E-70,3.74E-69,83743,glutamate rich WD repeat containing 1,
B3GNT7,659.9234861,1.818415288,0.102934301,1.01E-70,3.75E-69,93010,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",
PLXNA3,5613.953282,1.266436529,0.071591386,1.06E-70,3.95E-69,55558,plexin A3,
RP4-647C14.2,548.6107871,1.583756168,0.089658234,1.26E-70,4.67E-69,NA,NA,
THEMIS2,1181.023884,2.066116735,0.117137613,1.26E-70,4.69E-69,9473,thymocyte selection associated family member 2,
BCS1L,2271.020894,-1.012795551,0.057311151,1.96E-70,7.28E-69,617,"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone",
PIP5KL1,410.7321986,2.184588473,0.124234437,3.20E-70,1.18E-68,138429,phosphatidylinositol-4-phosphate 5-kinase like 1,
CBLN3,215.9254868,2.288229963,0.130131506,3.55E-70,1.31E-68,643866,cerebellin 3 precursor,
CDKN2B,779.7324597,1.559147448,0.088645175,4.62E-70,1.71E-68,1030,cyclin dependent kinase inhibitor 2B,
ME2,2870.939185,-1.087703971,0.061761948,5.15E-70,1.90E-68,4200,malic enzyme 2,
CCT5,19609.64527,-1.061895579,0.060306344,5.63E-70,2.07E-68,22948,chaperonin containing TCP1 subunit 5,
ZNF331,2706.230408,-1.41268706,0.080473289,5.90E-70,2.17E-68,55422,zinc finger protein 331,
CENPQ,290.3604167,-1.871257684,0.106539607,6.16E-70,2.26E-68,55166,centromere protein Q,
FADS3,2698.202229,1.425831613,0.081199184,8.64E-70,3.17E-68,3995,fatty acid desaturase 3,
KCNK15,154.7734223,4.092283508,0.233271932,9.29E-70,3.40E-68,60598,potassium two pore domain channel subfamily K member 15,
PCBP3,412.3978476,1.635588153,0.093433764,1.99E-69,7.28E-68,54039,poly(rC) binding protein 3,
WNT7B,1130.792288,-1.807968336,0.103384095,2.02E-69,7.38E-68,7477,Wnt family member 7B,
OIP5,181.9243156,-2.808879221,0.160733452,2.33E-69,8.49E-68,11339,Opa interacting protein 5,
PITPNC1,561.4774658,-1.881968907,0.107686108,2.38E-69,8.67E-68,26207,phosphatidylinositol transfer protein cytoplasmic 1,
PHLDA1,3413.044075,-1.935793291,0.110805805,2.52E-69,9.16E-68,22822,pleckstrin homology like domain family A member 1,
NOP14,2729.33537,-1.100234623,0.062812192,2.67E-69,9.69E-68,8602,NOP14 nucleolar protein,
ZNF442,395.5757636,1.595982717,0.091344866,3.55E-69,1.28E-67,79973,zinc finger protein 442,
BCAS3,984.9351654,1.614203633,0.092396814,3.61E-69,1.30E-67,54828,BCAS3 microtubule associated cell migration factor,
TK1,3025.096003,-1.707286361,0.097829376,4.17E-69,1.50E-67,7083,thymidine kinase 1,
IRF6,3408.709065,2.19748449,0.126142217,5.54E-69,1.99E-67,3664,interferon regulatory factor 6,
CENPJ,795.8606103,-1.74048196,0.099835583,6.03E-69,2.16E-67,55835,centromere protein J,
KIAA1683,384.2909289,3.411788677,0.196187995,6.87E-69,2.46E-67,NA,NA,
PLEKHF1,570.2670621,1.988806241,0.114242148,8.07E-69,2.89E-67,79156,pleckstrin homology and FYVE domain containing 1,
GAL3ST4,240.6209958,2.296725285,0.131959274,8.40E-69,3.00E-67,79690,galactose-3-O-sulfotransferase 4,
GLP2R,686.2463274,1.657634857,0.095300754,1.37E-68,4.87E-67,9340,glucagon like peptide 2 receptor,
TUBB4B,18371.68529,-1.775572274,0.102216773,1.62E-68,5.75E-67,10383,tubulin beta 4B class IVb,
HDAC5,1316.792703,1.749701835,0.100773961,2.05E-68,7.30E-67,10014,histone deacetylase 5,
RP11-356J5.12,267.3766378,1.945908064,0.112100771,2.18E-68,7.74E-67,NA,NA,
HAS3,2794.609468,-2.48696983,0.143782154,4.13E-68,1.46E-66,3038,hyaluronan synthase 3,
ZNF763,169.1233803,2.452489611,0.141615308,4.18E-68,1.48E-66,284390,zinc finger protein 763,
TBC1D9,1643.373423,1.095087791,0.063149316,6.15E-68,2.18E-66,23158,TBC1 domain family member 9,
LRRC16B,135.5001793,3.255687628,0.18835521,9.32E-68,3.29E-66,NA,NA,
AC008697.1,145.5097957,3.446073491,0.199739737,1.22E-67,4.29E-66,NA,NA,
BORA,209.6345209,-2.592558627,0.15039329,1.25E-67,4.39E-66,79866,BORA aurora kinase A activator,
SNRPD1,2309.935465,-1.25299098,0.072506008,1.32E-67,4.65E-66,6632,small nuclear ribonucleoprotein D1 polypeptide,
SCLT1,427.7954944,-1.643294538,0.095246385,1.47E-67,5.16E-66,132320,sodium channel and clathrin linker 1,
DHX29,2849.047004,-1.036176212,0.059995644,2.13E-67,7.47E-66,54505,DExH-box helicase 29,
POP7,2043.564382,-1.365494424,0.079200214,2.29E-67,8.01E-66,10248,"POP7 homolog, ribonuclease P/MRP subunit",
LYNX1,727.4986739,1.670748474,0.096978997,2.38E-67,8.32E-66,66004,Ly6/neurotoxin 1,
HIST1H2AC,1272.509005,1.269093109,0.073582694,2.56E-67,8.92E-66,NA,NA,
CENPL,572.1429575,-1.551621012,0.09021883,4.09E-67,1.42E-65,91687,centromere protein L,
TM7SF2,293.3374243,2.51727615,0.14658573,4.50E-67,1.56E-65,7108,transmembrane 7 superfamily member 2,
C16orf59,655.19097,-2.269366852,0.132281009,5.07E-67,1.76E-65,NA,NA,
SLC25A11,2666.121155,-1.29271457,0.075281285,5.73E-67,1.99E-65,8402,solute carrier family 25 member 11,
SFR1,487.9769857,-1.588969217,0.092530459,5.98E-67,2.07E-65,119392,SWI5 dependent homologous recombination repair protein 1,
BRIP1,1522.374779,-1.29893065,0.075553122,6.22E-67,2.15E-65,83990,BRCA1 interacting DNA helicase 1,
MYO15B,302.1055338,2.515024146,0.146681839,7.54E-67,2.60E-65,80022,myosin XVB,
DNMT1,10272.85345,-1.620371407,0.094633279,1.22E-66,4.21E-65,1786,DNA methyltransferase 1,
ARL14EPL,184.3293267,-2.226150071,0.130037772,1.26E-66,4.35E-65,644100,ARF like GTPase 14 effector protein like,
TWNK,2211.566526,-1.079774491,0.062912662,1.30E-66,4.47E-65,56652,twinkle mtDNA helicase,
TSR1,6258.143088,-1.159528974,0.067582848,1.32E-66,4.53E-65,55720,TSR1 ribosome maturation factor,
