gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,entrez_id,description
PPP4R1,3909.300114,-0.193649812,0.053272432,2.63E-04,7.67E-04,9989,protein phosphatase 4 regulatory subunit 1
HULC,46.41453028,0.777127412,0.227932178,2.63E-04,7.68E-04,728655,hepatocellular carcinoma up-regulated long non-coding RNA
BRPF3,1947.109607,0.300659242,0.083169162,2.63E-04,7.68E-04,27154,bromodomain and PHD finger containing 3
NR2F2,2858.184702,0.32540113,0.090179546,2.63E-04,7.69E-04,7026,nuclear receptor subfamily 2 group F member 2
ATG4D,722.1302162,-0.334311465,0.092809031,2.65E-04,7.73E-04,84971,autophagy related 4D cysteine peptidase
IL15,119.2402558,0.505477623,0.142743026,2.66E-04,7.76E-04,3600,interleukin 15
ATXN7L2,259.241054,-0.409367217,0.114439261,2.66E-04,7.77E-04,127002,ataxin 7 like 2
GIN1,299.1456116,-0.373809599,0.104199535,2.67E-04,7.79E-04,54826,gypsy retrotransposon integrase 1
UBR3,1845.277749,-0.352915206,0.09820423,0.000267888,7.81E-04,130507,ubiquitin protein ligase E3 component n-recognin 3
SLC39A13,1859.8235,0.380827349,0.106138962,2.70E-04,7.88E-04,91252,solute carrier family 39 member 13
RP11-40H20.2,19.46244737,-1.163569268,0.362950599,2.70E-04,7.88E-04,NA,NA
RPL3,33889.9863,0.17867355,0.049278852,2.70E-04,7.89E-04,6122,ribosomal protein L3
PSMA6,364.5822127,-0.406301954,0.113697924,2.70E-04,7.89E-04,5687,proteasome 20S subunit alpha 6
NOL3,1250.818857,0.321350345,0.089221317,2.71E-04,7.90E-04,8996,nucleolar protein 3
FAM104A,789.2066647,-0.262411478,0.072608397,2.71E-04,7.90E-04,NA,NA
AIDA,613.3924423,-0.277579296,0.076880669,2.71E-04,7.91E-04,64853,"axin interactor, dorsalization associated"
RP5-907D15.3,22.70031495,-1.122551418,0.34777557,2.71E-04,7.91E-04,NA,NA
PPME1,3465.669591,0.230298522,0.063591709,2.72E-04,7.93E-04,51400,protein phosphatase methylesterase 1
SKI,1655.466053,-0.302069047,0.083822611,2.73E-04,7.94E-04,6497,SKI proto-oncogene
AASS,68.38889218,0.63926413,0.183979798,2.73E-04,7.96E-04,10157,aminoadipate-semialdehyde synthase
LYPLA2,1766.919184,0.305211327,0.084785909,2.74E-04,7.97E-04,11313,lysophospholipase 2
DYNC2LI1,716.324055,0.301860078,0.083772984,2.74E-04,7.99E-04,51626,dynein cytoplasmic 2 light intermediate chain 1
MAGT1,4294.473646,-0.185662841,0.051080449,2.75E-04,8.00E-04,84061,magnesium transporter 1
OGFR,2625.343313,-0.396990296,0.111111929,2.75E-04,8.00E-04,11054,opioid growth factor receptor
SGK2,7.905655992,1.872900415,0.615906631,2.75E-04,8.00E-04,10110,serum/glucocorticoid regulated kinase 2
TMEM45B,317.8930238,0.416690116,0.116875446,2.75E-04,8.01E-04,120224,transmembrane protein 45B
KAT8,1404.783809,-0.239206544,0.066171713,2.76E-04,8.02E-04,84148,lysine acetyltransferase 8
UBE2Q2P1,52.6696288,0.800679173,0.236516072,2.76E-04,8.03E-04,388165,UBE2Q2 pseudogene 1
CD207,13.69754589,1.365040649,0.434632573,2.77E-04,8.07E-04,50489,CD207 molecule
STAG2,6328.08097,0.266558987,0.073812737,2.77E-04,8.07E-04,10735,STAG2 cohesin complex component
GLIPR1,3274.595868,0.38610294,0.107959857,2.77E-04,8.07E-04,11010,GLI pathogenesis related 1
ITCH,6071.68027,-0.199594061,0.05517428,2.77E-04,8.07E-04,83737,itchy E3 ubiquitin protein ligase
GYLTL1B,465.5862721,-0.476536412,0.134652743,2.77E-04,8.07E-04,NA,NA
TMEM14B,1368.367763,-0.281013863,0.078016676,2.78E-04,8.09E-04,81853,transmembrane protein 14B
ZNF300,925.4916268,-0.240056522,0.06645729,2.78E-04,8.09E-04,91975,zinc finger protein 300
ZNF250,214.417171,0.367728633,0.102687629,2.79E-04,8.11E-04,58500,zinc finger protein 250
BCL7B,2708.514864,-0.341827903,0.095322975,2.79E-04,8.11E-04,9275,BAF chromatin remodeling complex subunit BCL7B
KHDRBS1,8027.367393,-0.169190865,0.046756126,2.81E-04,8.16E-04,10657,"KH RNA binding domain containing, signal transduction associated 1"
RDX,3995.695623,-0.28437613,0.079028386,2.81E-04,8.18E-04,5962,radixin
PJA1,1884.545894,0.214452184,0.059323236,2.82E-04,8.19E-04,64219,praja ring finger ubiquitin ligase 1
CILP,18.70982299,1.183238494,0.370227374,2.82E-04,8.19E-04,8483,cartilage intermediate layer protein
PLIN3,8836.871787,0.305562663,0.084991799,2.83E-04,8.21E-04,10226,perilipin 3
ENTPD8,12.78383998,1.321903215,0.418240539,2.83E-04,8.22E-04,377841,ectonucleoside triphosphate diphosphohydrolase 8
AC141928.1,55.61282024,0.748043807,0.219530022,2.83E-04,8.24E-04,NA,NA
C8orf59,896.0858696,-0.4357511,0.122700804,2.84E-04,8.24E-04,NA,NA
C9orf47,7.682691147,-1.832247803,0.605933721,2.84E-04,8.25E-04,NA,NA
CETN3,882.1426067,-0.345663511,0.096560964,2.85E-04,8.27E-04,1070,centrin 3
RP11-422P15.3,60.02059448,-0.628385976,0.181445945,2.85E-04,8.29E-04,NA,NA
YTHDF2,2016.389766,-0.223143241,0.061856294,2.87E-04,8.33E-04,51441,YTH N6-methyladenosine RNA binding protein F2
FZD3,452.1949241,-0.321763343,0.089779075,2.88E-04,8.37E-04,7976,frizzled class receptor 3
WDR5B,574.736011,0.276102168,0.076756446,2.88E-04,8.37E-04,54554,WD repeat domain 5B
LINC01395,18.76533633,1.160107267,0.362122585,2.88E-04,8.38E-04,101929557,long intergenic non-protein coding RNA 1395
HEATR5A,998.6438472,0.263698788,0.073253011,2.89E-04,8.38E-04,25938,HEAT repeat containing 5A
AC034220.3,52.39841428,0.707394155,0.206563452,2.89E-04,8.39E-04,NA,NA
SMN2,55.87505775,-0.656589773,0.190616493,2.90E-04,8.43E-04,6607,"survival of motor neuron 2, centromeric"
ABCC3,2968.12383,0.280414993,0.078158361,2.90E-04,8.43E-04,8714,ATP binding cassette subfamily C member 3
ENPP1,419.2456786,-0.312276508,0.087160539,2.91E-04,8.45E-04,5167,ectonucleotide pyrophosphatase/phosphodiesterase 1
SETD1A,2053.834307,-0.361253355,0.101231867,2.92E-04,8.46E-04,9739,"SET domain containing 1A, histone lysine methyltransferase"
MFNG,300.5075302,-0.435749566,0.123044951,2.92E-04,8.47E-04,4242,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
CCZ1B,384.4235655,-0.34259194,0.095898412,2.92E-04,8.48E-04,221960,"CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated"
FAM217B,581.7039948,-0.287946301,0.08023273,2.92E-04,8.48E-04,63939,family with sequence similarity 217 member B
AC112229.1,100.8697758,-0.553732228,0.158581228,2.93E-04,8.49E-04,NA,NA
TMEM203,1506.19715,-0.266868975,0.07428293,2.93E-04,8.50E-04,94107,transmembrane protein 203
AKR1D1,9.19186243,1.861156743,0.620501606,2.95E-04,8.54E-04,6718,aldo-keto reductase family 1 member D1
RP11-473O3.1,14.39859435,-1.205829523,0.379725855,2.95E-04,8.54E-04,NA,NA
ATPAF1,1990.801857,-0.223972579,0.062206003,2.95E-04,8.55E-04,64756,ATP synthase mitochondrial F1 complex assembly factor 1
SNX7,998.3509212,0.353406607,0.098997949,2.95E-04,8.55E-04,51375,sorting nexin 7
FIBP,3446.083113,-0.25858685,0.072055037,2.95E-04,8.56E-04,9158,FGF1 intracellular binding protein
AUH,268.4693799,0.331829428,0.092926054,2.97E-04,8.60E-04,549,AU RNA binding methylglutaconyl-CoA hydratase
AKR1A1,1895.142012,0.221423503,0.061513535,2.97E-04,8.62E-04,10327,aldo-keto reductase family 1 member A1
RP11-221J22.2,3.05919646,-3.600839757,1.419854451,2.98E-04,8.63E-04,NA,NA
RP11-465B22.3,569.9472219,0.462502503,0.131146527,2.99E-04,8.67E-04,NA,NA
CCS,3758.281614,0.280693469,0.07823643,2.99E-04,8.67E-04,9973,copper chaperone for superoxide dismutase
EMID1,39.8289446,0.751465159,0.221549241,2.99E-04,8.67E-04,129080,EMI domain containing 1
PARD3,2989.343226,-0.251263593,0.070023105,3.02E-04,8.75E-04,56288,par-3 family cell polarity regulator
ALOX15,6.881302873,2.132322062,0.713295338,3.03E-04,8.76E-04,246,arachidonate 15-lipoxygenase
AC006262.6,7.190549161,1.88607326,0.622086607,3.03E-04,8.76E-04,NA,NA
SYNJ2BP,2802.949043,0.20564326,0.057169991,3.03E-04,8.77E-04,55333,synaptojanin 2 binding protein
LMLN,993.4399358,-0.296936896,0.083003156,3.03E-04,8.77E-04,89782,leishmanolysin like peptidase
CMTR2,1630.654554,-0.203624656,0.056632201,3.04E-04,8.80E-04,55783,cap methyltransferase 2
CTB-131K11.1,566.0707483,-0.279016544,0.07793367,3.04E-04,8.80E-04,NA,NA
RP11-872J21.3,48.52264679,-0.742672002,0.219298797,3.05E-04,8.82E-04,NA,NA
ZBTB20,80.13606285,0.673242002,0.196506875,3.05E-04,8.82E-04,26137,zinc finger and BTB domain containing 20
CDV3,12497.82287,-0.244431495,0.068150299,3.05E-04,8.82E-04,55573,CDV3 homolog
AC027119.1,18.90926983,1.094006387,0.339839195,3.06E-04,8.84E-04,NA,NA
SIRPA,7559.269324,0.247487622,0.068994449,3.06E-04,8.86E-04,140885,signal regulatory protein alpha
FBXO15,66.80932123,0.696641346,0.204206359,3.06E-04,8.86E-04,201456,F-box protein 15
PRRC2C,8083.109291,-0.359440163,0.101217591,3.07E-04,8.88E-04,23215,proline rich coiled-coil 2C
MYO18B,13.54838588,1.44942577,0.472248139,3.07E-04,8.88E-04,84700,myosin XVIIIB
SUPT20H,1136.201219,-0.233535464,0.065107853,3.07E-04,8.88E-04,55578,"SPT20 homolog, SAGA complex component"
CTD-2119F7.2,72.16819941,-0.65652361,0.191618979,3.09E-04,8.92E-04,NA,NA
POLR2J4,104.56386,-0.621514845,0.180601739,3.09E-04,8.92E-04,84820,RNA polymerase II subunit J4 (pseudogene)
HPX,31.44249111,0.947541724,0.289276668,3.09E-04,8.93E-04,3263,hemopexin
CTD-2616J11.2,4.242757389,-3.468096376,1.081267206,3.10E-04,8.95E-04,NA,NA
ZNF347,2464.519553,-0.302224534,0.084658038,3.10E-04,8.96E-04,84671,zinc finger protein 347
AKAP12,2468.246644,0.358176018,0.100736586,3.11E-04,8.98E-04,9590,A-kinase anchoring protein 12
HSPB7,5.934302997,2.55518028,0.857679888,3.11E-04,8.98E-04,27129,heat shock protein family B (small) member 7
ARHGAP4,999.7608313,-0.391729959,0.110604556,3.11E-04,8.99E-04,393,Rho GTPase activating protein 4
ATP11A,1177.915149,0.274182777,0.076609164,3.12E-04,9.02E-04,23250,ATPase phospholipid transporting 11A
RP5-832C2.8,30.16763953,-1.177275573,0.373505544,3.13E-04,9.03E-04,NA,NA
KCNAB3,121.9654585,-0.498740762,0.142606487,3.14E-04,9.06E-04,9196,potassium voltage-gated channel subfamily A regulatory beta subunit 3
GLRX2,784.6329411,-0.417661071,0.118346143,3.15E-04,9.09E-04,51022,glutaredoxin 2
MST1R,1427.636696,-0.275166698,0.077046346,3.15E-04,9.09E-04,4486,macrophage stimulating 1 receptor
JTB,4803.141274,-0.251960026,0.070467689,3.16E-04,9.11E-04,10899,jumping translocation breakpoint
SPEN,2462.57501,-0.445533675,0.127343453,3.17E-04,9.15E-04,23013,spen family transcriptional repressor
DCAF17,1294.695645,-0.243858076,0.068196062,3.18E-04,9.19E-04,80067,DDB1 and CUL4 associated factor 17
RP11-10N23.6,16.65343,-1.174255949,0.371745525,3.19E-04,9.21E-04,NA,NA
UNC50,1307.540905,0.331278679,0.093171429,3.19E-04,9.22E-04,25972,unc-50 inner nuclear membrane RNA binding protein
MICALL1,2051.117845,-0.260137922,0.072832912,3.19E-04,9.22E-04,85377,MICAL like 1
SMTNL1,11.7092638,1.511416892,0.49543743,3.21E-04,9.26E-04,219537,smoothelin like 1
RP11-158I3.2,7.921140166,1.759302763,0.581949322,3.21E-04,9.26E-04,NA,NA
KDM6B,1177.128958,0.425300786,0.120690376,3.21E-04,9.26E-04,23135,lysine demethylase 6B
SLC6A6,4449.941665,0.340010071,0.09574419,3.21E-04,9.27E-04,6533,solute carrier family 6 member 6
AC073130.1,26.49379609,-1.000486101,0.309365737,3.21E-04,9.27E-04,NA,NA
KAT5,704.24413,0.241102517,0.067434942,3.22E-04,9.28E-04,10524,lysine acetyltransferase 5
MKLN1,3063.339316,-0.25781548,0.07221735,3.22E-04,9.29E-04,4289,muskelin 1
FAT4,785.0421151,0.810548543,0.24331916,3.23E-04,9.32E-04,79633,FAT atypical cadherin 4
AC010761.8,83.89189541,-0.557017609,0.160836707,3.24E-04,9.33E-04,NA,NA
AC116366.4,67.10613019,0.620711567,0.180683627,3.24E-04,9.33E-04,NA,NA
RP11-392O17.1,2.992147486,-3.552007768,1.414503373,3.24E-04,9.34E-04,NA,NA
UBE2J1,1597.045339,-0.204317934,0.057111755,3.25E-04,9.37E-04,51465,ubiquitin conjugating enzyme E2 J1
NEU4,7.58892363,1.816051039,0.603668855,3.26E-04,9.40E-04,129807,neuraminidase 4
SMG9,1374.420193,-0.311810651,0.08780028,3.27E-04,9.41E-04,56006,SMG9 nonsense mediated mRNA decay factor
FAM35A,1157.438461,-0.233150884,0.065287407,3.27E-04,9.41E-04,NA,NA
XKR6,105.1497544,0.514943845,0.147860882,3.28E-04,9.44E-04,286046,XK related 6
C15orf61,119.9294543,-0.483640046,0.13842639,3.28E-04,9.45E-04,145853,chromosome 15 open reading frame 61
C19orf52,905.9013429,-0.266018313,0.074662261,3.29E-04,9.47E-04,NA,NA
LRRC1,461.1374473,0.316567039,0.089149315,3.30E-04,9.51E-04,55227,leucine rich repeat containing 1
EEF1AKMT1,191.0693988,-0.457093459,0.130593275,3.31E-04,9.52E-04,221143,EEF1A lysine methyltransferase 1
RNF216P1,1029.029355,-0.256164761,0.071893158,3.31E-04,9.54E-04,441191,ring finger protein 216 pseudogene 1
STX8,1672.038537,0.23849817,0.066890891,3.34E-04,9.62E-04,9482,syntaxin 8
TRIM44,5826.8032,-0.240232261,0.0674797,3.36E-04,9.67E-04,54765,tripartite motif containing 44
NUDCD3,7923.870555,-0.192959228,0.054152002,3.36E-04,9.68E-04,23386,NudC domain containing 3
COPS5,3836.819237,-0.344741876,0.097509671,3.37E-04,9.69E-04,10987,COP9 signalosome subunit 5
CCDC127,1413.659686,0.284075408,0.080017845,3.41E-04,9.80E-04,133957,coiled-coil domain containing 127
SNORD17,23.65436563,-1.095964017,0.345685776,3.41E-04,9.80E-04,692086,"small nucleolar RNA, C/D box 17"
AGAP6,161.0357961,-0.426842102,0.121803617,3.41E-04,9.82E-04,414189,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 6"
TCN2,594.4136827,0.265146703,0.07460197,3.42E-04,9.84E-04,6948,transcobalamin 2
HELQ,465.9977513,0.282949865,0.07971757,3.43E-04,9.86E-04,113510,"helicase, POLQ like"
ATP12A,4.472439656,-2.981830255,0.97677337,3.43E-04,9.87E-04,479,ATPase H+/K+ transporting non-gastric alpha2 subunit
HTRA3,55.50542763,-0.873411725,0.266770922,3.44E-04,9.88E-04,94031,HtrA serine peptidase 3
FIRRE,134.5479246,-0.461699232,0.132331706,3.44E-04,9.89E-04,286467,firre intergenic repeating RNA element
ANKRD52,7182.577752,-0.279255107,0.078672005,3.44E-04,9.90E-04,283373,ankyrin repeat domain 52
CTD-2126E3.1,2.390876667,4.655296562,2.471979582,3.44E-04,9.90E-04,NA,NA
TMEM136,348.7384803,0.32907498,0.093071419,3.45E-04,9.91E-04,NA,NA
AC073263.4,118.5633741,0.488275367,0.140374552,3.45E-04,9.92E-04,NA,NA
RUNX3,31.59761987,-1.041620314,0.326431638,3.46E-04,9.93E-04,864,RUNX family transcription factor 3
MAGEE1,324.5051062,0.363379519,0.103063385,3.46E-04,9.93E-04,57692,MAGE family member E1
CCL17,5.338342166,2.44136756,0.813378715,3.47E-04,9.97E-04,6361,C-C motif chemokine ligand 17
CRYBB2P1,342.3072752,-0.391405448,0.111440732,3.47E-04,9.98E-04,1416,crystallin beta B2 pseudogene 1
AC078883.3,7.372108178,2.06386192,0.702665606,3.49E-04,0.001001626,NA,NA
JUNB,2853.609141,0.76768254,0.230187382,3.49E-04,0.001001626,3726,"JunB proto-oncogene, AP-1 transcription factor subunit"
ZNF528,4823.005534,0.257891343,0.072680543,3.52E-04,0.00101129,84436,zinc finger protein 528
RP1-34L19.2,2.959229718,-3.543080556,1.421692124,3.53E-04,0.001013257,NA,NA
BCAP31,8025.455386,-0.310076215,0.087808947,3.55E-04,0.001018028,10134,B cell receptor associated protein 31
ERP29,5021.125497,0.201853917,0.056744283,3.55E-04,0.001019397,10961,endoplasmic reticulum protein 29
LYPLAL1,1020.588315,0.408028699,0.116485795,3.55E-04,0.001019778,127018,lysophospholipase like 1
C11orf85,112.8407513,0.532397304,0.154248956,3.57E-04,0.001023373,NA,NA
C5orf42,1727.135065,0.456700995,0.1311056,3.57E-04,0.001023873,NA,NA
TKT,26569.6272,0.248187536,0.069943576,3.57E-04,0.001025089,7086,transketolase
CHRD,8.176797246,1.678329759,0.559099176,3.58E-04,0.001025665,8646,chordin
ZSCAN16,95.0682812,0.530528058,0.153742365,3.58E-04,0.001026507,80345,zinc finger and SCAN domain containing 16
CDC14A,140.7516593,-0.45870316,0.131826336,3.58E-04,0.001027581,8556,cell division cycle 14A
LRRC4B,26.8054323,1.101352111,0.349053517,3.59E-04,0.001029283,94030,leucine rich repeat containing 4B
KIAA0753,1783.840848,-0.228902934,0.064531384,3.60E-04,0.001032287,9851,KIAA0753
RP11-137L10.6,237.2174341,0.354800068,0.100896215,3.60E-04,0.001032603,NA,NA
RP11-540A21.3,212.463833,0.452798199,0.130093554,3.61E-04,0.001035724,NA,NA
RP11-459E5.1,5.839584877,-2.41154544,0.829833165,3.62E-04,0.001037088,NA,NA
FOLR1,6.400368709,2.210160646,0.753376595,3.62E-04,0.001038079,2348,folate receptor alpha
AC011309.4,21.35608244,1.037596359,0.325568611,3.66E-04,0.001048072,NA,NA
CDC16,2171.28053,-0.226502888,0.063982984,3.66E-04,0.001049546,8881,cell division cycle 16
ANKIB1,5508.951881,0.215486924,0.060766059,3.67E-04,0.001050649,54467,ankyrin repeat and IBR domain containing 1
RP11-546D6.3,29.46169038,-0.889488766,0.273210599,3.67E-04,0.00105189,NA,NA
TENM2,242.4975048,0.624403285,0.183755539,3.67E-04,0.001052445,57451,teneurin transmembrane protein 2
MAMDC2,87.32741315,0.546094756,0.158834405,3.68E-04,0.001053618,256691,MAM domain containing 2
ME3,1231.693348,-0.212544676,0.059981474,3.68E-04,0.001055257,10873,malic enzyme 3
NDUFS7,514.8014522,-0.531696363,0.154765283,3.69E-04,0.001056195,374291,NADH:ubiquinone oxidoreductase core subunit S7
C20orf24,112.8164129,-0.48667141,0.140889603,3.72E-04,0.00106456,NA,NA
GNAI2,12006.17667,0.252872698,0.071429109,3.72E-04,0.001066209,2771,G protein subunit alpha i2
PDCD7,919.0480608,-0.30777877,0.087510445,3.73E-04,0.001067301,10081,programmed cell death 7
RP11-629O1.2,26.34871413,-1.077823309,0.34261345,3.74E-04,0.001071091,NA,NA
GRIN2C,43.74885718,0.705454036,0.210414217,3.77E-04,0.001077832,2905,glutamate ionotropic receptor NMDA type subunit 2C
NFIB,1187.652669,0.274529505,0.077817821,3.77E-04,0.001078378,4781,nuclear factor I B
PAPSS1,1930.455182,0.224362277,0.063438096,3.78E-04,0.001081184,9061,3'-phosphoadenosine 5'-phosphosulfate synthase 1
POLR3GL,796.4843719,0.249252513,0.070586544,3.78E-04,0.001081335,84265,RNA polymerase III subunit GL
MT-RNR1,32872.28095,0.349025439,0.099543384,3.78E-04,0.001081687,NA,NA
FAM118B,996.6842671,-0.287256949,0.081592532,3.79E-04,0.001083249,79607,family with sequence similarity 118 member B
RP11-561N12.6,20.42465965,-1.023137325,0.321666887,3.79E-04,0.001083537,NA,NA
TNFSF15,18.5678748,1.13941665,0.363890121,3.80E-04,0.001085504,9966,TNF superfamily member 15
SMG6,1986.721751,0.284408568,0.080729814,3.80E-04,0.001085631,23293,SMG6 nonsense mediated mRNA decay factor
MANF,3361.38086,-0.320635608,0.09135499,3.80E-04,0.001086474,7873,mesencephalic astrocyte derived neurotrophic factor
SNX2,3247.165259,0.197850622,0.055868846,3.80E-04,0.001087528,6643,sorting nexin 2
AC004696.2,844.7621485,-0.276827459,0.078661353,3.82E-04,0.001093199,NA,NA
MGAM2,7.156217155,-1.97334067,0.681218496,3.82E-04,0.001093399,93432,maltase-glucoamylase 2 (putative)
STK32C,1942.166051,-0.327207797,0.093335408,3.83E-04,0.001093412,282974,serine/threonine kinase 32C
IDI1,1702.268103,0.835197889,0.255695245,3.83E-04,0.001095287,3422,isopentenyl-diphosphate delta isomerase 1
RP11-760D2.5,54.41666159,0.677385147,0.201605371,3.86E-04,0.001102015,NA,NA
TFG,6360.731049,0.252224484,0.071621919,3.88E-04,0.001107591,10342,trafficking from ER to golgi regulator
RP11-332H18.3,5.244899746,2.396649582,0.809246074,3.90E-04,0.001115601,NA,NA
RP11-348P10.2,25.89222559,-0.910132989,0.281851132,3.91E-04,0.001116082,NA,NA
RP11-64I1.2,14.61003596,-1.188071444,0.383380471,3.91E-04,0.001116082,NA,NA
AC010642.1,23.80971399,-1.067783281,0.340028935,3.91E-04,0.001116983,NA,NA
VASP,1351.492394,0.263854838,0.074989571,3.91E-04,0.001117202,7408,vasodilator stimulated phosphoprotein
KANSL3,2916.106519,0.171217292,0.048439542,3.91E-04,0.001117556,55683,KAT8 regulatory NSL complex subunit 3
ZNF251,490.2515793,0.343705562,0.098271518,3.92E-04,0.001120343,90987,zinc finger protein 251
RHBDL1,27.4801697,0.931078589,0.289196573,0.000392971,0.001121912,9028,rhomboid like 1
RNF168,1263.670773,-0.259710465,0.07392284,3.93E-04,0.001123229,165918,ring finger protein 168
RP11-775A3.1,3.085354296,3.470309366,1.40558572,3.94E-04,0.001125313,NA,NA
MGMT,588.1640211,0.36188582,0.103700474,3.96E-04,0.001129036,4255,O-6-methylguanine-DNA methyltransferase
ZXDC,958.2879375,0.222077265,0.063017737,3.96E-04,0.001129277,79364,ZXD family zinc finger C
RMDN2,177.1788678,0.426655625,0.123146343,3.96E-04,0.001130901,151393,regulator of microtubule dynamics 2
RP1-244F24.1,59.07062403,0.630089575,0.186676266,3.96E-04,0.001130901,NA,NA
LOXL1,102.5431897,-0.63851783,0.189783482,3.98E-04,0.001134758,4016,lysyl oxidase like 1
C2orf15,30.16783394,0.832138406,0.254527786,3.98E-04,0.001135075,150590,chromosome 2 open reading frame 15
JRK,1211.590114,-0.286255114,0.081618036,3.99E-04,0.001137398,8629,Jrk helix-turn-helix protein
AC012262.1,52.71560824,0.66063396,0.19668611,3.99E-04,0.001137528,NA,NA
COL12A1,4269.841357,0.990226784,0.310553746,3.99E-04,0.001138114,1303,collagen type XII alpha 1 chain
RP11-502I4.3,19.38056165,1.116893268,0.358112534,4.01E-04,0.001144181,NA,NA
RP11-345I19.6,5.504865656,-2.104362548,0.720576907,4.03E-04,0.001149679,NA,NA
CTC-205M6.3,513.8297523,0.321079353,0.091852487,4.04E-04,0.001151192,NA,NA
RP11-227H15.5,8.237813362,1.671548105,0.565568623,4.04E-04,0.001151476,NA,NA
MVK,701.2300972,0.419319877,0.121070979,4.05E-04,0.001153225,4598,mevalonate kinase
FRG1JP,46.46226956,0.727151342,0.21922154,4.07E-04,0.001159812,642236,"FSHD region gene 1 family member J, pseudogene"
MTERF1,1117.221629,-0.324326752,0.092904206,4.07E-04,0.00116009,7978,mitochondrial transcription termination factor 1
RNF141,1459.245164,0.232467278,0.066141309,4.08E-04,0.00116117,50862,ring finger protein 141
RP11-114N19.3,26.63908748,0.916659282,0.285136497,4.08E-04,0.001161488,NA,NA
PGBD4,199.181999,-0.385023484,0.110900362,4.08E-04,0.001161984,161779,piggyBac transposable element derived 4
AL773604.8,6.824240283,-2.058785275,0.7173486,4.08E-04,0.001161984,NA,NA
PMF1,868.6851246,-0.274556249,0.078315311,4.08E-04,0.001162003,11243,polyamine modulated factor 1
PROM1,5.299477331,2.391118927,0.814962452,4.09E-04,0.001164832,8842,prominin 1
COG1,1508.89514,-0.254573779,0.07257268,4.09E-04,0.001165024,9382,component of oligomeric golgi complex 1
USPL1,474.7943965,-0.273458287,0.078060459,4.09E-04,0.001165772,10208,ubiquitin specific peptidase like 1
AGFG1,3094.258144,-0.182573027,0.051897847,4.10E-04,0.001167128,3267,ArfGAP with FG repeats 1
TMEM176B,8.441236335,1.608107459,0.541419685,4.11E-04,0.001170443,28959,transmembrane protein 176B
RP11-195F19.9,79.0714031,0.556487522,0.163673335,4.13E-04,0.001174124,NA,NA
RP11-205M3.2,6.975959691,-1.809947514,0.620092611,4.13E-04,0.00117555,NA,NA
AKNA,662.5348645,0.306270699,0.087641777,4.14E-04,0.001176581,80709,AT-hook transcription factor
ZBTB34,381.1773907,0.283317419,0.081064195,4.14E-04,0.001177506,403341,zinc finger and BTB domain containing 34
GEMIN7,532.6531588,-0.32311966,0.092687955,4.15E-04,0.001180522,79760,gem nuclear organelle associated protein 7
MRPL40,2394.939306,-0.268900475,0.076839439,4.15E-04,0.001181605,64976,mitochondrial ribosomal protein L40
MAP4K1,32.16622966,0.801280489,0.244738083,4.16E-04,0.001183301,11184,mitogen-activated protein kinase kinase kinase kinase 1
AC007246.3,301.0351334,0.364338025,0.104842679,4.17E-04,0.001185856,NA,NA
SLC4A2,11134.90706,0.365336235,0.105077268,4.17E-04,0.001186707,6522,solute carrier family 4 member 2
RP11-356O23.1,13.59560601,-1.207780938,0.393436638,4.18E-04,0.001188212,NA,NA
RP11-445H22.4,16.32012326,1.119973326,0.359775216,4.18E-04,0.001189091,NA,NA
PHTF1,1243.942057,0.231565651,0.066015347,4.19E-04,0.001189478,10745,putative homeodomain transcription factor 1
RP11-7F17.7,10.31074287,1.536140517,0.518290603,4.19E-04,0.001189478,NA,NA
MIF4GD,382.34764,0.401339037,0.115967248,4.18E-04,0.001189478,57409,MIF4G domain containing
ZNF226,1269.307982,0.263571794,0.075308894,4.21E-04,0.001195039,7769,zinc finger protein 226
FLOT1,2702.139186,0.308032457,0.088244126,4.21E-04,0.001196902,10211,flotillin 1
NRIP1,1297.454792,-0.417649472,0.121075711,4.23E-04,0.001200691,8204,nuclear receptor interacting protein 1
DLL1,8.224153903,1.668401566,0.567236251,4.23E-04,0.001201019,28514,delta like canonical Notch ligand 1
MANBAL,3829.065775,0.216693561,0.061777628,4.23E-04,0.001201849,63905,mannosidase beta like
RP11-15A1.2,37.20093179,-0.776537501,0.236992489,4.24E-04,0.001204736,NA,NA
ST6GAL2,20.16241327,1.124554258,0.362712431,4.25E-04,0.001205744,84620,"ST6 beta-galactoside alpha-2,6-sialyltransferase 2"
YIPF1,1056.5463,0.258524016,0.073848163,4.25E-04,0.001207318,54432,Yip1 domain family member 1
ITPRIP,2007.527249,-0.299199494,0.085830251,4.26E-04,0.001209373,85450,"inositol 1,4,5-trisphosphate receptor interacting protein"
CTB-50L17.16,11.26432136,1.362995241,0.451647715,4.26E-04,0.001209991,NA,NA
AC092295.7,121.7482752,0.544805135,0.160364219,4.27E-04,0.001211378,NA,NA
SOX13,810.8291544,-0.331424481,0.09532259,4.28E-04,0.001213842,9580,SRY-box transcription factor 13
RP11-572O17.1,26.82602394,-0.895358209,0.279060627,4.28E-04,0.001213842,NA,NA
RP3-468K18.6,18.80447772,-1.04505651,0.333457677,4.28E-04,0.001214058,NA,NA
