gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,entrez_id,description
AP001350.4,8.455600186,-0.026751966,0.376465133,0.927487863,0.954063394,NA,NA
RP11-354M1.3,4.859360364,-0.02749255,0.453757888,0.927923083,0.954063394,NA,NA
RP11-391L3.5,3.701813046,0.028352136,0.472092162,0.927578678,0.954063394,NA,NA
RN7SL381P,5.542380451,0.028586572,0.422385399,0.927730832,0.954063394,106479362,"RNA, 7SL, cytoplasmic 381, pseudogene"
RP5-1142A6.9,112.0132585,-0.011867541,0.135232755,0.927985191,0.954063394,NA,NA
RAC3,395.9266875,0.012103265,0.134298915,0.927450972,0.954063394,5881,Rac family small GTPase 3
RP13-638C3.2,1.222842615,-0.021234714,0.564707721,0.927810204,0.954063394,NA,NA
CTD-2189E23.2,1.21957887,-0.022626875,0.553513836,0.928037568,0.954063394,NA,NA
TGFB1,1510.039718,0.010978516,0.124157066,0.927980944,0.954063394,7040,transforming growth factor beta 1
RPSAP1,3.435429522,0.028127345,0.474967587,0.927953844,0.954063394,170529,ribosomal protein SA pseudogene 1
RP5-1042K10.12,1.365176727,0.021070623,0.566825232,0.928021247,0.954063394,NA,NA
U52111.3,5.073041196,-0.027766123,0.435552007,0.927503507,0.954063394,NA,NA
AC005593.2,1.245470296,-0.021068965,0.564912384,0.928097626,0.954087974,NA,NA
LRRIQ3,66.03666083,-0.014640212,0.171835236,0.928374234,0.954260828,127255,leucine rich repeats and IQ motif containing 3
KCNJ10,11.74949009,-0.024669891,0.329221294,0.928370762,0.954260828,3766,potassium inwardly rectifying channel subfamily J member 10
RP11-565J7.3,3.403492354,0.027501025,0.492839756,0.928350817,0.954260828,NA,NA
PRCD,19.97675736,-0.022281729,0.27885848,0.928546408,0.954400635,768206,photoreceptor disc component
IPCEF1,4.59052333,-0.027322023,0.443565888,0.928639121,0.954421594,26034,interaction protein for cytohesin exchange factors 1
AC138744.2,1.350965623,0.022731436,0.552746006,0.928632896,0.954421594,NA,NA
CUX2,1.61978069,0.024427648,0.535770086,0.928764561,0.954513349,23316,cut like homeobox 2
DESI2,2830.528498,-0.004623487,0.051291828,0.92894375,0.954535899,51029,desumoylating isopeptidase 2
CTC-338M12.1,1.607706829,0.023604189,0.544236104,0.928961343,0.954535899,NA,NA
RP11-511H9.4,3.469858895,0.027707845,0.475780138,0.928896233,0.954535899,NA,NA
RP11-807C20.2,1.610701892,0.023768935,0.54295096,0.928827923,0.954535899,NA,NA
DBNDD2,8.708559557,-0.026976488,0.42141764,0.928967328,0.954535899,55861,dysbindin domain containing 2
RP11-325I22.1,1.847856691,0.024749229,0.531524096,0.929132385,0.954593092,NA,NA
AMFR,3463.504883,0.005250052,0.058528206,0.929167657,0.954593092,267,autocrine motility factor receptor
KCNJ18,8.358927357,0.027553488,0.391300211,0.929130445,0.954593092,100134444,potassium inwardly rectifying channel subfamily J member 18
RP11-552F3.12,3.913440398,0.027912238,0.46580381,0.929131461,0.954593092,NA,NA
RP11-225L12.2,46.74448777,0.01672549,0.196219019,0.929267471,0.954644011,NA,NA
GAPDHS,1.593396114,0.023861438,0.540644216,0.929289557,0.954644011,26330,"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic"
RPL13AP3,5.096641094,-0.026943628,0.428825515,0.929496943,0.954782732,645683,ribosomal protein L13a pseudogene 3
IGSF5,1.22065009,-0.021023069,0.562696335,0.929466144,0.954782732,150084,immunoglobulin superfamily member 5
RPS7P1,114.6877884,0.015776869,0.18377056,0.929548798,0.95479884,388363,ribosomal protein S7 pseudogene 1
RPS19P1,21.86385261,0.023476748,0.296685995,0.929591473,0.954805516,85486,ribosomal protein S19 pseudogene 1
RP11-376P6.3,1.577913126,0.021938889,0.557574769,0.929722212,0.954902641,NA,NA
RP11-65L3.4,1.227181402,-0.021511387,0.557710035,0.92992576,0.955037374,NA,NA
AC002519.8,4.300157503,-0.026773535,0.457341242,0.929891157,0.955037374,NA,NA
FGF2,4.619655201,-0.0264377,0.469488182,0.930026208,0.95504826,2247,fibroblast growth factor 2
RP11-138H10.2,1.351911882,0.02168273,0.557756655,0.930044913,0.95504826,NA,NA
GAPDP2,23.66091563,-0.020376685,0.259384566,0.930036527,0.95504826,NA,NA
RP11-557C18.4,1.63587991,0.023554942,0.539983871,0.930165381,0.955134807,NA,NA
RP5-849L7.1,1.345290586,0.020951642,0.563161641,0.930261822,0.955196674,NA,NA
RP11-618G20.2,79.7184522,0.016100212,0.190432863,0.930305777,0.955204648,NA,NA
RP11-178A10.1,1.569971208,0.022898817,0.547263347,0.930370437,0.955233879,NA,NA
RP11-484N16.1,6.052245703,0.027295733,0.406152641,0.93042847,0.955256303,NA,NA
RN7SL192P,1.612894417,0.023409519,0.540882446,0.930469161,0.955260921,106480974,"RNA, 7SL, cytoplasmic 192, pseudogene"
AC007319.2,1.642411221,0.02262678,0.548303102,0.930519211,0.955275148,NA,NA
RP11-516A11.1,27.35968991,-0.022186046,0.295992395,0.93065951,0.955382019,NA,NA
RP11-402K9.2,18.70261019,0.023596807,0.306615232,0.9307221,0.955409113,NA,NA
LHX9,3.976447508,0.027281061,0.456952145,0.930889823,0.955412101,56956,LIM homeobox 9
RP11-613F7.1,17.1427867,-0.023102879,0.314972355,0.930891965,0.955412101,NA,NA
RP11-280O24.1,1.229018966,-0.021461104,0.555864472,0.930782753,0.955412101,NA,NA
CTD-2330J20.1,1.25669638,-0.02159711,0.553765053,0.930906001,0.955412101,NA,NA
LA16c-380H5.5,64.95721473,0.014208378,0.167706921,0.930880108,0.955412101,NA,NA
IFT172,1750.931426,0.009976568,0.109611499,0.930995165,0.955466458,26160,intraflagellar transport 172
RP11-645C24.3,43.5491534,0.015843475,0.194940896,0.931046737,0.955482234,NA,NA
RP11-394O4.3,1.597060174,0.022634693,0.546356994,0.931315531,0.955720922,NA,NA
MINOS1P2,1.587366971,0.023462316,0.537298242,0.931368803,0.955738431,NA,NA
ZNF503-AS2,6.091368823,0.026962712,0.410680065,0.93144743,0.955781956,100131213,ZNF503 antisense RNA 2
ATP6V0B,2692.185459,-0.012436252,0.108281834,0.931590424,0.955854364,533,ATPase H+ transporting V0 subunit b
RP4-564M11.2,1.227312064,-0.021000664,0.557696066,0.931572898,0.955854364,NA,NA
POLR2J2,1.587497633,0.0230743,0.540534084,0.931684267,0.95591349,246721,RNA polymerase II subunit J2
CTD-3194G12.1,1.628587955,0.023027493,0.539862998,0.931798442,0.955993472,NA,NA
RXRA,2916.080234,-0.008265023,0.099364334,0.931854843,0.956014177,6256,retinoid X receptor alpha
UBXN2A,1552.162786,0.005358523,0.062787489,0.931999535,0.956088294,165324,UBX domain protein 2A
RP11-105D1.2,3.926991161,0.026862421,0.459576882,0.931998662,0.956088294,NA,NA
RP11-74J13.9,5.496348166,-0.025944258,0.450613565,0.932038096,0.956090692,NA,NA
RP11-305O4.3,1.234198337,-0.020590272,0.559583365,0.932107945,0.956125184,NA,NA
RPL41P2,69.43091577,-0.013729517,0.170322661,0.932237734,0.956221155,22970,ribosomal protein L41 pseudogene 2
RP11-851M3.1,1.655459125,0.020733293,0.560087377,0.932284977,0.956232452,NA,NA
AC018731.4,1.579264096,0.02266225,0.542489556,0.932427103,0.956266746,NA,NA
CRYL1,409.6531761,-0.008053817,0.097094097,0.932371011,0.956266746,51084,crystallin lambda 1
RP11-1072A3.2,13.32056483,0.023964081,0.325961834,0.932417348,0.956266746,NA,NA
U2AF1,11.02942217,-0.024003534,0.349345081,0.932478353,0.956282148,7307,U2 small nuclear RNA auxiliary factor 1
RPL7AP11,48.25248759,0.015936653,0.19567362,0.932593178,0.956304259,728992,ribosomal protein L7a pseudogene 11
RP11-184E9.1,1.239390601,-0.020656149,0.557782357,0.932561567,0.956304259,NA,NA
RPS20P33,11.49572956,-0.023577379,0.339024503,0.932608609,0.956304259,100271564,ribosomal protein S20 pseudogene 33
AC007256.5,3.708215576,0.026318681,0.472059781,0.932823815,0.956413463,NA,NA
CTD-2620I22.3,22.65126041,-0.019964611,0.266890193,0.932808599,0.956413463,NA,NA
ADORA2A,4.82486099,-0.025711187,0.439813762,0.932780013,0.956413463,135,adenosine A2a receptor
RP11-401L13.4,75.33924654,0.013317104,0.16181189,0.932981756,0.956517718,NA,NA
MORN4,917.0374652,-0.005208207,0.062770076,0.932997979,0.956517718,118812,MORN repeat containing 4
RP11-424M22.1,1.237249653,-0.019422763,0.565754552,0.933317401,0.956808028,NA,NA
RP11-253M7.4,1.341895207,0.020862641,0.555663869,0.933519313,0.956940684,NA,NA
LRRC75A,23.14429043,-0.020800158,0.286220125,0.93350843,0.956940684,388341,leucine rich repeat containing 75A
ASNSP1,1.592600768,0.022936582,0.533754899,0.933709625,0.9570986,389652,ASNS pseudogene 1
LINC00632,11.85526379,-0.023984087,0.367857364,0.933956481,0.95731446,286411,long intergenic non-protein coding RNA 632
VASH2,20.25021407,-0.021338698,0.303065254,0.934395834,0.957507651,79805,vasohibin 2
CTD-2124B8.1,1.87241192,0.022861526,0.531854417,0.934393763,0.957507651,NA,NA
RP11-231G3.1,6.345692236,0.025868669,0.408297185,0.934185913,0.957507651,NA,NA
RP11-39K24.4,1.593674839,0.022739589,0.533758524,0.934274855,0.957507651,NA,NA
RBBP8NL,73.6704585,-0.016070023,0.211419772,0.9343989,0.957507651,140893,RBBP8 N-terminal like
PFKL,4768.014689,-0.008176506,0.101028841,0.934344102,0.957507651,5211,"phosphofructokinase, liver type"
RP1-258N20.3,1.230802103,-0.020620973,0.553529087,0.934258787,0.957507651,NA,NA
PM20D1,7.908423098,-0.024237828,0.380338722,0.934501103,0.957530377,148811,peptidase M20 domain containing 1
RP3-372K1.1,1.564159006,0.020569101,0.556611319,0.934529912,0.957530377,NA,NA
C17orf47,1.338408019,0.020574838,0.555617631,0.934470062,0.957530377,NA,NA
RP11-395P16.1,1.23241805,-0.019434643,0.5627458,0.934625135,0.957590769,NA,NA
RP4-655J12.4,1.248462843,-0.019892129,0.557844755,0.934938995,0.957825866,NA,NA
C3orf49,4.592393602,-0.023981526,0.490218567,0.934963462,0.957825866,132200,chromosome 3 open reading frame 49
RP11-561P12.2,1.367865719,0.020125945,0.557875549,0.934935313,0.957825866,NA,NA
SLC45A1,26.46109141,-0.020226063,0.286114904,0.935255932,0.957976757,50651,solute carrier family 45 member 1
RP11-844P9.3,4.088042012,-0.02468277,0.455835728,0.935248947,0.957976757,NA,NA
AF131216.6,5.533124419,0.025610129,0.42995357,0.935213679,0.957976757,NA,NA
AP001065.8,1.60167301,0.021948383,0.539460514,0.935226767,0.957976757,NA,NA
RP11-198M6.2,13.03862847,0.023256623,0.333068311,0.935368567,0.958054948,NA,NA
FOXI3,64.98831762,0.013263664,0.167565533,0.935464451,0.958115976,344167,forkhead box I3
IL37,1.607306514,0.021825116,0.539530173,0.935549133,0.958165528,27178,interleukin 37
DNAH6,13.02164616,0.023105331,0.332429862,0.935728086,0.958237259,1768,dynein axonemal heavy chain 6
RP11-803D5.5,1.461221208,-0.019578552,0.558257017,0.935713794,0.958237259,NA,NA
FOXD4L1,4.104352637,-0.023400205,0.499062074,0.93570488,0.958237259,200350,forkhead box D4 like 1
RP11-158M2.4,1.828854054,0.021391079,0.54472768,0.935817715,0.958291863,NA,NA
DCST1,25.49060289,-0.018566564,0.258948307,0.93596623,0.958406761,149095,DC-STAMP domain containing 1
PCDHB6,32.31893876,-0.016640542,0.226570018,0.936083546,0.958432231,56130,protocadherin beta 6
ACTL6B,1.876659751,0.022104128,0.534198646,0.936070639,0.958432231,51412,actin like 6B
SPSB3,5.497303783,-0.024421098,0.438972496,0.936100041,0.958432231,90864,splA/ryanodine receptor domain and SOCS box containing 3
RP11-1C8.4,1.625730747,0.021579057,0.539769876,0.93613746,0.958433364,NA,NA
RP11-96D1.6,3.678256507,0.025075331,0.469652285,0.936205833,0.958466187,NA,NA
FNTA,1441.616867,-0.007531057,0.083893772,0.936315072,0.958503666,2339,"farnesyltransferase, CAAX box, subunit alpha"
RP11-229M1.2,6.115926903,0.025251615,0.424530286,0.936287517,0.958503666,NA,NA
RP11-452L6.7,6.087697844,0.025140739,0.416585699,0.936372929,0.958525717,NA,NA
ZNF790-AS1,90.15950401,-0.012763441,0.168964092,0.936429994,0.958546956,284408,ZNF790 antisense RNA 1
AC007163.3,4.07426125,-0.024063716,0.452946551,0.936942042,0.958595719,NA,NA
RP11-143A12.3,1.585583833,0.021499158,0.538410299,0.936878743,0.958595719,NA,NA
RP11-500C11.3,62.02883497,-0.015268898,0.206671645,0.936554772,0.958595719,NA,NA
ZSCAN26,318.2523061,-0.009141643,0.119026892,0.936756128,0.958595719,7741,zinc finger and SCAN domain containing 26
AC006014.6,1.832397495,0.021371005,0.541080908,0.936807624,0.958595719,NA,NA
RP11-832A4.7,13.33740512,0.022705022,0.330458392,0.936589578,0.958595719,NA,NA
ADAM20,4.380470726,-0.024135332,0.454829941,0.936588855,0.958595719,8748,ADAM metallopeptidase domain 20
RP11-315D16.3,6.118286893,0.025040147,0.422742441,0.936797012,0.958595719,NA,NA
CTD-2343L8.1,1.519529204,-0.018752262,0.561125845,0.936986093,0.958595719,NA,NA
CTD-3131K8.1,1.587129779,0.020125829,0.55327575,0.936969076,0.958595719,NA,NA
CTD-2542C24.3,8.202019962,-0.023413835,0.384313586,0.936848906,0.958595719,NA,NA
VN1R83P,37.81118923,-0.016664834,0.230360991,0.936792565,0.958595719,100312828,vomeronasal 1 receptor 83 pseudogene
AC004074.1,1.35593627,0.020111887,0.552700742,0.936838083,0.958595719,NA,NA
RP13-128O4.3,19.1871496,-0.020612077,0.303534062,0.936690676,0.958595719,NA,NA
RP11-451O18.1,1.598058009,0.020628955,0.547568648,0.937078963,0.958646706,NA,NA
DPRXP4,4.318660822,-0.023801118,0.466524538,0.937108572,0.958646706,503645,divergent-paired related homeobox pseudogene 4
CTD-2047H16.2,1.35083496,0.019220459,0.560054431,0.937145637,0.958647467,NA,NA
AC079305.6,1.879165704,0.021708467,0.534216525,0.937209391,0.958675529,NA,NA
CTD-2527I21.14,11.0126954,0.02277839,0.33891987,0.937278948,0.958709524,NA,NA
FAM20A,10.49990115,-0.022688421,0.364488701,0.937394747,0.958790813,54757,FAM20A golgi associated secretory pathway pseudokinase
RP11-561O4.1,1.594381055,0.021086173,0.540552899,0.937552751,0.958915264,NA,NA
RP11-46J23.1,4.588727468,-0.023757817,0.45198962,0.937626437,0.95895347,NA,NA
FEM1C,1069.396502,-0.005285029,0.068835578,0.937778197,0.959034358,56929,fem-1 homolog C
RP11-863K10.7,4.361497699,-0.023686316,0.455611272,0.937754559,0.959034358,NA,NA
HIST2H2BC,10.91865251,-0.021909408,0.344446063,0.937878508,0.959062622,NA,NA
RP11-96O20.5,3.480365229,-0.021196494,0.527275361,0.937844666,0.959062622,NA,NA
ZSCAN25,958.8989282,-0.004861265,0.063214579,0.937922001,0.95906994,221785,zinc finger and SCAN domain containing 25
RP11-312A15.3,1.37467393,0.019473585,0.554893223,0.938045675,0.959122087,NA,NA
MIR4737,8.87708684,-0.022806889,0.376723035,0.938024147,0.959122087,100616210,microRNA 4737
RP11-397E7.4,26.74542384,-0.017097347,0.243324297,0.938098987,0.959139441,NA,NA
AC009404.5,1.507138791,-0.019451378,0.550947591,0.938297808,0.959256083,NA,NA
XXcos-LUCA16.1,1.578775622,0.019938966,0.550782772,0.938359964,0.959256083,NA,NA
CD81,10219.05011,0.005694994,0.069460552,0.938394789,0.959256083,975,CD81 molecule
CTD-2062F14.3,3.954596045,0.024448936,0.453822732,0.938252159,0.959256083,NA,NA
RP11-358M11.1,4.212757901,0.024418091,0.450761463,0.938394779,0.959256083,NA,NA
CTC-338M12.3,171.9304842,-0.00875256,0.116763698,0.938443107,0.959268323,NA,NA
ABHD12B,8.394244213,0.023915321,0.38949818,0.938499351,0.959288664,145447,abhydrolase domain containing 12B
RPL34,6791.120139,-0.004915826,0.06470062,0.938707931,0.959390402,6164,ribosomal protein L34
AC018633.4,111.646928,-0.010112974,0.136505064,0.938681773,0.959390402,NA,NA
RP11-87C12.2,2.038300088,-0.019430472,0.548169571,0.938664331,0.959390402,NA,NA
RNA5SP37,1.589059153,0.020168144,0.546148159,0.938915584,0.959565473,100873369,"RNA, 5S ribosomal pseudogene 37"
RF00275,1.818837379,0.020789351,0.539094784,0.939058031,0.959637798,NA,NA
C22orf34,1.262506756,-0.018012427,0.563002918,0.939059068,0.959637798,NA,NA
AC004741.3,4.022391785,-0.022787755,0.4799052,0.939145318,0.959688781,NA,NA
RP11-25K19.1,1.585941645,0.020392774,0.54247946,0.939189645,0.959696922,NA,NA
AC007679.1,7.986715991,-0.022442193,0.383011852,0.939324416,0.959723169,NA,NA
USP4,3636.59482,0.00444544,0.055317404,0.93928875,0.959723169,7375,ubiquitin specific peptidase 4
AC092634.9,1.851617928,0.021672993,0.524190716,0.939313156,0.959723169,NA,NA
RP11-456N14.6,8.392526347,0.023158991,0.373453133,0.939388111,0.959751096,NA,NA
AC004549.6,1.200710547,-0.017068329,0.570555493,0.939445317,0.95977239,NA,NA
AC005329.7,8.112740879,0.023537265,0.389546851,0.93950514,0.959796357,NA,NA
NBPF25P,23.60434891,-0.01748943,0.259633459,0.939787481,0.959973326,101929780,"NBPF member 25, pseudogene"
TMEM67,619.3846441,0.005670403,0.074615216,0.939751441,0.959973326,91147,transmembrane protein 67
NRBF2P5,1.825723652,0.020646469,0.537868008,0.939729504,0.959973326,100118954,nuclear receptor binding factor 2 pseudogene 5
RP11-392A19.1,1.230934592,-0.018425111,0.557645471,0.93986539,0.960015755,NA,NA
KIAA1644,201.9166253,-0.008569013,0.118871324,0.939903567,0.960017598,NA,NA
RP11-255C15.3,6.610499788,0.023643503,0.409998781,0.940024085,0.960072472,NA,NA
MED28,1213.973008,0.004671718,0.06209485,0.94003004,0.960072472,80306,mediator complex subunit 28
AC116366.7,5.279593197,-0.022841679,0.439814253,0.940122052,0.960129293,NA,NA
LA16c-380F5.3,4.538733922,-0.022840757,0.440721099,0.940224989,0.960197267,NA,NA
CTD-2312P21.1,3.430383495,0.023117234,0.48294341,0.94054724,0.9604892,NA,NA
RP11-547L9.1,1.594172331,0.020332617,0.536602891,0.940673807,0.960581285,NA,NA
RP1-199J3.5,22.95888707,0.02018565,0.306166879,0.940979365,0.960856135,NA,NA
ZNF720,665.1538831,-0.004981602,0.068558904,0.941086567,0.960928425,NA,NA
RP11-109P14.1,1.827558365,0.020279693,0.534682472,0.941465925,0.961278593,NA,NA
CROCCP2,653.8767943,0.007659636,0.104395794,0.94152486,0.961301581,84809,CROCC pseudogene 2
SLC25A5P6,1.609187437,0.019504828,0.542769478,0.941687183,0.96140631,644042,solute carrier family 25 member 5 pseudogene 6
RP11-508N22.12,3.711900577,0.022951234,0.466547746,0.941736711,0.96140631,NA,NA
ACER1,1.640718068,0.019307632,0.544572064,0.94172069,0.96140631,125981,alkaline ceramidase 1
PPP4R3B,4035.238084,-0.004074869,0.056701469,0.941859012,0.961493977,57223,protein phosphatase 4 regulatory subunit 3B
IL18BP,182.9870502,-0.007964466,0.112398143,0.941986502,0.961586933,10068,interleukin 18 binding protein
SNORA22,3.231166874,0.021596792,0.510332056,0.942063886,0.961628735,677807,"small nucleolar RNA, H/ACA box 22"
TRIM68,848.4750971,-0.005590461,0.078743285,0.942140991,0.961670249,55128,tripartite motif containing 68
RP11-399K21.14,1.207949099,-0.017467781,0.560231823,0.942226842,0.961720688,NA,NA
RP11-93I21.1,1.262594861,-0.016989481,0.562979003,0.942487956,0.961838422,NA,NA
HIN1L,3.861605763,-0.021634086,0.472953414,0.942473777,0.961838422,NA,NA
HDAC7,2434.995328,0.006645687,0.0914888,0.942430894,0.961838422,51564,histone deacetylase 7
RP11-279N8.3,1.88377854,0.020322929,0.527840898,0.942410777,0.961838422,NA,NA
RP11-624G17.1,27.68945358,0.016447759,0.243963238,0.942659431,0.961976223,NA,NA
TSPAN19,1.595381741,0.018630696,0.549479618,0.942715312,0.961996054,144448,tetraspanin 19
FCHSD2,802.7189776,-0.005416499,0.075307666,0.942810965,0.962056468,9873,FCH and double SH3 domains 2
CTC-327F10.3,28.10157228,0.01799119,0.275832494,0.943207699,0.962424093,NA,NA
CTD-2179L22.1,3.719530893,0.022179052,0.475845082,0.943363349,0.962545703,NA,NA
RNF148,4.362796238,-0.021496266,0.446629248,0.943564182,0.962685472,378925,ring finger protein 148
RP11-1260E13.1,1.893969236,0.019684285,0.53132991,0.943598379,0.962685472,NA,NA
AP001625.6,1.85581955,0.019118109,0.540321479,0.943609754,0.962685472,NA,NA
RP11-245P10.4,3.446796142,0.021601339,0.492455651,0.943877025,0.962874074,NA,NA
RP11-700J17.1,6.498395634,0.022098707,0.403065252,0.943845233,0.962874074,NA,NA
RNASE7,2.954397965,0.020271382,0.525641947,0.943904062,0.962874074,84659,ribonuclease A family member 7
RP11-49C9.2,31.06157441,0.017127163,0.264611512,0.943955013,0.962888835,NA,NA
RP4-816N1.1,1.598627061,0.01819224,0.549528879,0.944048639,0.962947124,NA,NA
RP11-666A8.7,1.876173157,0.019886033,0.524480932,0.944229246,0.963094127,NA,NA
MSX2,187.5059124,-0.007754678,0.113808996,0.944378984,0.963172415,4488,msh homeobox 2
PIAS4,1089.223894,-0.0069299,0.104266852,0.944360097,0.963172415,51588,protein inhibitor of activated STAT 4
RP11-881M11.4,5.814721224,0.022164663,0.449465332,0.94444887,0.963206471,NA,NA
ANXA5,16679.51251,-0.003347272,0.052604583,0.94454026,0.963237001,308,annexin A5
RPL26P30,7.020992874,0.021970393,0.411744607,0.944551795,0.963237001,653147,ribosomal protein L26 pseudogene 30
LLNLR-285B5.1,3.967515803,0.021843245,0.458758732,0.9448398,0.963493478,NA,NA
RP11-262A16.1,7.389863788,-0.020419893,0.388497497,0.94505365,0.963674318,NA,NA
CCDC27,1.586515373,0.017603458,0.551840764,0.945310077,0.963898558,148870,coiled-coil domain containing 27
RP11-33E12.2,10.26166484,-0.019694191,0.368151331,0.94570254,0.964075271,NA,NA
RP11-444E17.6,3.950396939,0.021592408,0.455461505,0.94556666,0.964075271,NA,NA
AC006042.8,1.83337776,0.019296315,0.527508455,0.945567811,0.964075271,NA,NA
RP11-151A6.4,1.353969068,0.0163371,0.563121467,0.945610236,0.964075271,NA,NA
RP11-66H6.4,4.798871362,-0.020671647,0.448228096,0.945632393,0.964075271,NA,NA
CTA-407F11.6,1.869288711,0.018974476,0.531665607,0.945675154,0.964075271,NA,NA
TMPOP1,1.615714072,0.017748242,0.547740715,0.945807544,0.964107286,100129772,thymopoietin pseudogene 1
RP11-497D6.2,4.600176996,-0.02057649,0.44218702,0.945916582,0.964107286,NA,NA
RPS3AP42,3.926206714,0.021497825,0.455104978,0.945851139,0.964107286,100271597,RPS3A pseudogene 42
RP11-3D4.2,31.88895484,0.014747709,0.229434948,0.945898097,0.964107286,NA,NA
RPL9P7,1.842761603,0.01849603,0.538610496,0.945858511,0.964107286,6126,ribosomal protein L9 pseudogene 7
RP11-401E9.3,1.859142399,0.018841524,0.53010438,0.946358696,0.964520656,NA,NA
DHFRL1,409.6728636,-0.005787718,0.088686935,0.946723631,0.964623953,NA,NA
RP11-164N20.2,1.607084897,0.017862692,0.542691112,0.946654457,0.964623953,NA,NA
AC073130.3,5.57597892,0.021214552,0.458591411,0.946737392,0.964623953,NA,NA
TYRP1,1.886952301,0.018156944,0.539401312,0.946562852,0.964623953,7306,tyrosinase related protein 1
