category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Cellular Processes,Transport and catabolism,hsa04144,Endocytosis,16/783,234/6540,0.06837606837606838,0.5711104561679275,-2.4638532598693548,0.9969321075373148,0.9999997996974109,0.8999839189517168,5337/868/3133/138429/3134/5869/84440/55616/100526767/84249/653857/3560/155382/5662/6011/2348,16
Organismal Systems,Endocrine system,hsa04917,Prolactin signaling pathway,2/783,63/6540,0.031746031746031744,0.2651584260779663,-2.161302122068668,0.9969921042704257,0.9999997996974109,0.8999839189517168,25759/5602,2
Human Diseases,Infectious disease: viral,hsa05166,Human T-cell leukemia virus 1 infection,13/783,202/6540,0.06435643564356436,0.5375365122719168,-2.462155356245215,0.9971704823727305,0.9999997996974109,0.8999839189517168,7042/3133/1030/3134/3718/4776/3560/1026/7124/84699/196883/3569/5602,13
Human Diseases,Infectious disease: viral,hsa05170,Human immunodeficiency virus 1 infection,11/783,181/6540,0.06077348066298342,0.5076099151161068,-2.4773798962797646,0.9975163467298639,0.9999997996974109,0.8999839189517168,3133/3134/4776/200316/2788/7124/5582/7097/5602/3456/919,11
Cellular Processes,Cell growth and death,hsa04114,Oocyte meiosis,5/783,109/6540,0.045871559633027525,0.3831417624521073,-2.394957427538957,0.9977900269053714,0.9999997996974109,0.8999839189517168,132864/9985/22849/196883/815,5
Genetic Information Processing,"Folding, sorting and degradation",hsa04120,Ubiquitin mediated proteolysis,7/783,137/6540,0.051094890510948905,0.4267695835780407,-2.5005537501236628,0.9982018346851422,0.9999997996974109,0.8999839189517168,7318/26232/7328/868/9820/1643/79444,7
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,18/783,264/6540,0.06818181818181818,0.5694879832810867,-2.6332021996967256,0.9982351077487603,0.9999997996974109,0.8999839189517168,89953/7846/55062/6648/8408/317/27113/84699/201625/8632/27019/347733/147700/56901/56171/5602/23236/10891,18
Genetic Information Processing,"Folding, sorting and degradation",hsa04141,Protein processing in endoplasmic reticulum,8/783,161/6540,0.049689440993788817,0.41503057994812115,-2.771457578081358,0.9993407628180611,0.9999997996974109,0.8999839189517168,26232/3300/1649/57134/4121/1410/56605/5602,8
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,13/783,224/6540,0.05803571428571429,0.48474274767378217,-2.8937799066816807,0.9994594169696073,0.9999997996974109,0.8999839189517168,7318/89953/7846/65018/1649/317/4137/347733/147700/56901/5602/815/29986,13
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,3/783,101/6540,0.0297029702970297,0.24809377489473083,-2.808365244756269,0.9997441619290277,0.9999997996974109,0.8999839189517168,245972/50617/56901,3
Organismal Systems,Environmental adaptation,hsa04714,Thermogenesis,8/783,188/6540,0.0425531914893617,0.35542512431727397,-3.3070098496765366,0.9999440280524351,0.9999997996974109,0.8999839189517168,57104/4881/84699/196883/4879/56901/5346/10891,8
Genetic Information Processing,Translation,hsa03013,Nucleocytoplasmic transport,2/783,104/6540,0.019230769230769232,0.1606248157972296,-3.1820222511187946,0.999976067480971,0.9999997996974109,0.8999839189517168,402569/94026,2
Genetic Information Processing,Translation,hsa03015,mRNA surveillance pathway,1/783,87/6540,0.011494252873563218,0.09600563702822917,-3.1302783037560817,0.9999859492836078,0.9999997996974109,0.8999839189517168,4440,1
Cellular Processes,Cell growth and death,hsa04110,Cell cycle,4/783,155/6540,0.025806451612903226,0.21554813990854035,-3.644937874064868,0.9999961354024365,0.9999997996974109,0.8999839189517168,7042/1030/4616/1026,4
Genetic Information Processing,Translation,hsa03010,Ribosome,3/783,163/6540,0.018404907975460124,0.1537268175728087,-4.0349170175761815,0.9999997996974109,0.9999997996974109,0.8999839189517168,51065/64951/6123,3
